File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/51b4ddec-76fe-11ee-ba59-c09bf4619c03.mp3,48000,2.5735,0.052494068,3204.930423938023,3225.059942201491,0.6478314
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7c255728-76fe-11ee-957b-c09bf4619c03.mp3,48000,2.5,0.018743671,2821.838353872998,2860.710949536103,0.6373915
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/694d65f3-76fe-11ee-9c6e-c09bf4619c03.mp3,48000,2.0535,0.084777616,3912.6730728345124,3392.0839740968277,0.76127076
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/365edbb3-76fe-11ee-b079-c09bf4619c03.mp3,48000,1.947,0.083427094,2034.4103285116125,2345.9459190911616,0.5564543
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/43bacd58-76fe-11ee-a83d-c09bf4619c03.mp3,48000,1.827,0.08666901,2077.101781946732,2404.6549595288066,0.51998115
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/79a5a64b-76fe-11ee-a298-c09bf4619c03.mp3,48000,2.4535,0.047035344,3146.7241583806417,3324.3716730147607,0.99027884
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5dbf164f-76fe-11ee-9594-c09bf4619c03.mp3,48000,2.5535,0.079422764,2671.924974833106,2904.5958321308476,0.4103169
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/76f3374a-76fe-11ee-a6cc-c09bf4619c03.mp3,48000,2.667,0.061658546,2651.0067836718085,2828.3400780831607,0.62967014
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7bdae086-76fe-11ee-8eef-c09bf4619c03.mp3,48000,3.547,0.02683833,1356.1383123181133,1457.0186432946668,0.3392678
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/55cea5e6-76fe-11ee-a3e5-c09bf4619c03.mp3,48000,2.507,0.09298919,2712.309747730809,2898.6586497326007,0.41320342
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/33a39a7a-76fe-11ee-bf97-c09bf4619c03.mp3,48000,4.9535,0.09777104,1062.7694751944573,1554.301212169312,0.63965493
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/63f8719a-76fe-11ee-9d47-c09bf4619c03.mp3,48000,2.4535,0.069365405,2280.7782802199117,2478.0764920173606,0.8040664
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/49661cf2-76fe-11ee-ad8b-c09bf4619c03.mp3,48000,3.887,0.14170074,858.5082751098093,1430.180891128934,0.80200416
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7b157c59-76fe-11ee-a9b7-c09bf4619c03.mp3,48000,2.367,0.06492445,1989.3356393885915,2041.7500600653489,0.5886614
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3676dcf0-76fe-11ee-8948-c09bf4619c03.mp3,48000,1.8135,0.021092629,1196.5176203302444,1170.2874683317739,0.33782464
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/688a0f5e-76fe-11ee-934b-c09bf4619c03.mp3,48000,4.027,0.027882934,1224.6698568707031,1314.430878407236,0.40290776
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4114e313-76fe-11ee-a98b-c09bf4619c03.mp3,48000,1.967,0.06106955,2212.994098252902,2224.1105331981116,0.5920532
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/549a4d59-76fe-11ee-940d-c09bf4619c03.mp3,48000,5.267,0.059096728,1691.3928730100245,2252.3647485045453,0.6548856
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/41e73224-76fe-11ee-b442-c09bf4619c03.mp3,48000,3.207,0.044935513,876.8724541707325,1540.8687408845437,0.27125221
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/51b5d6ce-76fe-11ee-ae11-c09bf4619c03.mp3,48000,1.8335,0.07683645,4951.525211976012,3812.851040458042,0.40317762
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/33a618d4-76fe-11ee-885c-c09bf4619c03.mp3,48000,2.1535,0.067322634,2156.865012196162,2179.888867366557,0.62756944
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6acef771-76fe-11ee-b79c-c09bf4619c03.mp3,48000,1.7735,0.0308937,2220.362576727333,2903.3538229865358,0.2365382
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/32a5515a-76fe-11ee-abb2-c09bf4619c03.mp3,48000,3.147,0.11999602,1931.3713323764198,2663.1339175214357,0.89289224
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5bb0aa43-76fe-11ee-8ac7-c09bf4619c03.mp3,48000,1.1335,0.16401747,2322.9239791218965,2073.6809043491407,0.93332887
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4236e125-76fe-11ee-953d-c09bf4619c03.mp3,48000,3.007,0.04323048,970.4849769980628,1686.8327116301753,0.27125221
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/45de3034-76fe-11ee-a0a0-c09bf4619c03.mp3,48000,3.227,0.15431985,2046.620056940646,1754.5141494586283,0.94972
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/30bea45e-76fe-11ee-91cc-c09bf4619c03.mp3,48000,2.907,0.07770696,1892.3872182082919,1927.621783388799,0.60612166
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5e600a4f-76fe-11ee-a322-c09bf4619c03.mp3,48000,1.727,0.03780434,1307.8450691582973,1905.3857515544062,0.23356234
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6a1620e8-76fe-11ee-a460-c09bf4619c03.mp3,48000,1.9935,0.080894634,1257.508862420814,2015.3915384648642,0.44008067
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3afdb0c5-76fe-11ee-8eee-c09bf4619c03.mp3,48000,4.747,0.08804002,2901.1252968932217,3081.5786476927747,0.92531455
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6cdf555e-76fe-11ee-bf79-c09bf4619c03.mp3,48000,2.0935,0.110385016,894.9040182507803,1441.2767088908145,0.5946769
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4e7e0225-76fe-11ee-8d64-c09bf4619c03.mp3,48000,2.3335,0.020109523,1617.2806756388497,1722.63327882487,0.3195442
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/375c1da9-76fe-11ee-99dd-c09bf4619c03.mp3,48000,2.907,0.031851012,1902.9753955518584,2274.807353256454,0.46405774
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/72a101d9-76fe-11ee-90d5-c09bf4619c03.mp3,48000,4.667,0.04769497,1642.4071048930862,2176.939832420133,0.3660985
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3625a572-76fe-11ee-80e3-c09bf4619c03.mp3,48000,1.987,0.081899524,1659.9258675816416,2087.7188258116316,0.5564543
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/52a807c3-76fe-11ee-af4c-c09bf4619c03.mp3,48000,1.0535,0.040867876,2415.5236134536126,2412.74531542582,0.85515016
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/70738b52-76fe-11ee-91da-c09bf4619c03.mp3,48000,1.747,0.07641732,1668.3640443542863,2074.368389900027,0.533666
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/501c7a1d-76fe-11ee-8205-c09bf4619c03.mp3,48000,2.747,0.093032524,1327.8717165520177,1404.2690177189008,0.5977549
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/391a4b14-76fe-11ee-a1ec-c09bf4619c03.mp3,48000,2.367,0.08262481,1604.8954720361733,1604.6145402080676,0.6573247
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5c864df7-76fe-11ee-bb86-c09bf4619c03.mp3,48000,1.5935,0.092689626,1620.9747447096117,1725.6076070174008,0.74795866
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/44e36e3b-76fe-11ee-95f9-c09bf4619c03.mp3,48000,2.587,0.07784383,1845.6855183200778,1911.3716271388125,0.7548344
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/31361b67-76fe-11ee-9e63-c09bf4619c03.mp3,48000,2.547,0.09083004,1713.0730520572233,1678.2506587478663,0.7770425
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4e7efe8e-76fe-11ee-b67f-c09bf4619c03.mp3,48000,1.5135,0.08803015,2395.544874794293,2503.8745947248567,0.7453861
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/50c91051-76fe-11ee-a92c-c09bf4619c03.mp3,48000,2.467,0.081498444,1312.7935124534656,1476.087937031247,0.58705014
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/367798c4-76fe-11ee-83a8-c09bf4619c03.mp3,48000,6.4535,0.08076982,1059.9505649615476,1809.092556492001,0.71154666
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/40db4164-76fe-11ee-904f-c09bf4619c03.mp3,48000,2.027,0.056257356,2124.787226220878,2012.433262706485,0.5920532
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/38818895-76fe-11ee-a219-c09bf4619c03.mp3,48000,2.867,0.078004606,2061.8925462295524,2075.063612895068,0.81318825
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5de8fa97-76fe-11ee-800e-c09bf4619c03.mp3,48000,1.4535,0.046134885,1879.9624687897945,2239.3659929775167,0.4163307
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/42fe1fbc-76fe-11ee-accb-c09bf4619c03.mp3,48000,1.787,0.09238509,2170.881803897996,2608.084089446989,0.51998115
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/341a82fc-76fe-11ee-82c8-c09bf4619c03.mp3,48000,4.707,0.08890822,1438.8998106954275,1460.7308685535918,0.8108407
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/45b1049d-76fe-11ee-a366-c09bf4619c03.mp3,48000,2.3535,0.122312725,720.154960782777,1347.358915251785,0.47033012
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/64d8daae-76fe-11ee-af90-c09bf4619c03.mp3,48000,2.387,0.08350364,1009.2048267726423,1207.026601643025,0.6149802
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3b132e9b-76fe-11ee-9c79-c09bf4619c03.mp3,48000,4.547,0.08256461,2757.399106329864,2963.1878850787284,0.92531455
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4dcf2278-76fe-11ee-9526-c09bf4619c03.mp3,48000,2.6135,0.060701415,2918.876863874799,3011.9230888542065,0.7295941
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/40c8e46a-76fe-11ee-af13-c09bf4619c03.mp3,48000,2.067,0.06254507,2177.8030770796545,2122.5836011203332,0.66654927
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7a6aeb19-76fe-11ee-9c6c-c09bf4619c03.mp3,48000,2.167,0.07292063,2469.259601728353,2131.496245075523,0.8103574
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3a979299-76fe-11ee-be40-c09bf4619c03.mp3,48000,1.4735,0.040820908,1694.664377122486,2234.073152537802,0.3742249
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4d2da2f3-76fe-11ee-a399-c09bf4619c03.mp3,48000,2.527,0.038252976,5041.280016460547,4113.890084700553,0.3661958
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5dfab9a3-76fe-11ee-b2ec-c09bf4619c03.mp3,48000,3.2535,0.041373722,3295.779891642959,3407.164199824927,0.9764627
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/560c219e-76fe-11ee-b0c7-c09bf4619c03.mp3,48000,3.027,0.08863521,2856.2789277249863,3036.881015143885,0.4236613
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6d43e31f-76fe-11ee-bd1b-c09bf4619c03.mp3,48000,3.627,0.06600421,2130.8001497717496,2299.3205338129237,0.941604
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/523e8c41-76fe-11ee-897f-c09bf4619c03.mp3,48000,4.78,0.018216997,3051.690030763212,2975.7020900979087,0.31691012
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7745de0f-76fe-11ee-8fc5-c09bf4619c03.mp3,48000,4.1135,0.073468894,1490.9727815851193,2223.4689773947616,0.67394096
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/78d49f73-76fe-11ee-a4bc-c09bf4619c03.mp3,48000,2.127,0.052141123,2171.517553271721,2271.1187725801456,0.47172716
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/70c220da-76fe-11ee-b877-c09bf4619c03.mp3,48000,1.7735,0.14015934,1976.7522326716853,1870.0950274532918,0.9670921
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5a43343a-76fe-11ee-a7f8-c09bf4619c03.mp3,48000,2.8935,0.05500652,1659.5524826443677,2339.0862961500707,0.723434
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/65a554f9-76fe-11ee-bd23-c09bf4619c03.mp3,48000,3.0135,0.040126786,1272.9985380474072,1492.903229999506,0.4121188
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3dc37f37-76fe-11ee-9b7f-c09bf4619c03.mp3,48000,2.447,0.032707334,5563.576479028114,4267.175158267759,0.38499475
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/44330e18-76fe-11ee-b2f4-c09bf4619c03.mp3,48000,2.567,0.082910575,1869.0575216543643,1935.9197442191262,0.7548344
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/694a7c9f-76fe-11ee-8aa1-c09bf4619c03.mp3,48000,1.66,0.020266065,2677.3160047002193,2639.70803392974,0.5120085
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/715fc7af-76fe-11ee-b0b6-c09bf4619c03.mp3,48000,3.767,0.02220711,3030.706495848193,3631.7274214029662,0.21362928
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/55cbd6df-76fe-11ee-9c09-c09bf4619c03.mp3,48000,1.2935,0.020538535,5055.776290810534,4255.789664444714,0.2613725
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/589048a2-76fe-11ee-9d5c-c09bf4619c03.mp3,48000,2.1135,0.104023404,1684.0017081264689,2661.721104553258,0.91156805
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5ed833f2-76fe-11ee-a2fb-c09bf4619c03.mp3,48000,2.1335,0.11092299,2587.9515919764654,2836.8920722592406,0.9977254
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/709a22e3-76fe-11ee-b05d-c09bf4619c03.mp3,48000,1.707,0.07394479,2391.957264389064,2605.644833330968,0.533666
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/63fd5ab3-76fe-11ee-982f-c09bf4619c03.mp3,48000,0.7935,0.07261262,1960.3585448886276,2352.555849570154,0.47327864
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/726132d6-76fe-11ee-ab1c-c09bf4619c03.mp3,48000,3.587,0.07572106,2952.7303816166364,3076.8427008443578,0.47845614
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/67a43221-76fe-11ee-9bdb-c09bf4619c03.mp3,48000,2.567,0.09028475,1073.5309775243481,1778.0911033546863,0.68054736
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3708adff-76fe-11ee-b85a-c09bf4619c03.mp3,48000,3.767,0.025538646,2843.2359816231865,3371.021210221814,0.27719367
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/34cb81d9-76fe-11ee-b4dc-c09bf4619c03.mp3,48000,3.307,0.04478179,1179.4306118865334,1899.493066871479,0.34829506
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/2f1a7364-76fe-11ee-98ea-c09bf4619c03.mp3,48000,3.0135,0.1163756,2523.854995383234,2770.4384360052686,0.9267441
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/329171ec-76fe-11ee-8eff-c09bf4619c03.mp3,48000,3.587,0.08117286,1822.6271456742525,2462.0563993296596,0.89289224
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3cb924a3-76fe-11ee-824a-c09bf4619c03.mp3,48000,3.787,0.05006696,3457.2354438235316,3578.6882393273963,0.96518075
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/36f4c9ad-76fe-11ee-8f18-c09bf4619c03.mp3,48000,3.447,0.024430387,3009.7117019561897,3551.5915374999713,0.21285614
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7c09ff8c-76fe-11ee-927a-c09bf4619c03.mp3,48000,3.7535,0.084933065,1703.8563550890785,2258.4662824945685,0.6598699
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/59033989-76fe-11ee-a650-c09bf4619c03.mp3,48000,4.667,0.05493679,1793.7453270774297,2141.304854149967,0.53879017
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/631b069d-76fe-11ee-8f0c-c09bf4619c03.mp3,48000,4.467,0.19604346,669.2200848749777,1121.709567659259,0.6960743
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/588fc7ea-76fe-11ee-bfe6-c09bf4619c03.mp3,48000,2.9935,0.08259712,2197.6164114198887,1707.3364260348503,0.8000783
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7c0364ff-76fe-11ee-9320-c09bf4619c03.mp3,48000,1.0735,0.1270102,3159.3953465142454,3264.514530573396,0.47756696
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5eba3684-76fe-11ee-9b58-c09bf4619c03.mp3,48000,1.4935,0.05810375,1629.7975153787345,2026.957937095751,0.5849192
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6acc6677-76fe-11ee-a490-c09bf4619c03.mp3,48000,1.5935,0.07494462,1272.0991831574847,1398.553549794438,0.6967217
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5068ff84-76fe-11ee-ba8f-c09bf4619c03.mp3,48000,2.587,0.08484369,1428.8880494754392,1504.6872282453387,0.619931
