File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/630b61fb-76ff-11ee-a7dd-c09bf4619c03.mp3,48000,3.807,0.015652506,2549.712147192025,3469.243908200775,0.5479231
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6ccda51b-76ff-11ee-8454-c09bf4619c03.mp3,48000,2.9535,0.02350903,3136.7416895787987,3840.986747607573,0.6564562
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4a45c4b2-76ff-11ee-bac3-c09bf4619c03.mp3,48000,2.3335,0.011112376,1426.930236109999,2301.514212251924,0.1545024
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8f4e546b-76ff-11ee-8236-c09bf4619c03.mp3,48000,2.12,0.06333626,2473.516560195774,2718.5328425143175,0.9560304
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/389a97ba-76ff-11ee-9732-c09bf4619c03.mp3,48000,1.2535,0.023861568,3298.4090236136435,3071.8629312816915,0.4604579
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6fc09501-76ff-11ee-9024-c09bf4619c03.mp3,48000,2.547,0.072701655,2059.838706945216,2536.3326485955167,0.81251925
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/57738162-76ff-11ee-8fda-c09bf4619c03.mp3,48000,2.48,0.03705022,3595.951351063266,2990.103387551245,0.5411632
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/546caba5-76ff-11ee-b952-c09bf4619c03.mp3,48000,1.8735,0.013020914,1286.4376672703738,2542.8504685985686,0.23582354
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6d615be5-76ff-11ee-93fd-c09bf4619c03.mp3,48000,3.587,0.04606112,2434.541107214084,2752.9562187551223,0.42019936
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8e96cbd8-76ff-11ee-8252-c09bf4619c03.mp3,48000,1.9535,0.02941144,1377.3419825980545,2162.4603438939876,0.5550905
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/87b5a62e-76ff-11ee-b7dc-c09bf4619c03.mp3,48000,2.587,0.020459589,3233.6279462404373,3543.5810417180974,0.35696682
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/56239652-76ff-11ee-b014-c09bf4619c03.mp3,48000,3.247,0.014483291,1543.302655101639,2243.7375066170525,0.15920262
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/64d7e67d-76ff-11ee-8c18-c09bf4619c03.mp3,48000,3.347,0.017311236,2302.2496688507895,3067.438434158047,0.2711702
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/500cca7d-76ff-11ee-a210-c09bf4619c03.mp3,48000,2.06,0.01996996,3189.563197431588,3126.2318115482626,0.3907023
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4f370d5e-76ff-11ee-9708-c09bf4619c03.mp3,48000,4.28,0.015812313,3181.2301068459683,3275.798355235906,0.25577497
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/54705572-76ff-11ee-88ab-c09bf4619c03.mp3,48000,1.3335,0.026633082,2083.4403445534085,2479.925553415113,0.24312377
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/716a5995-76ff-11ee-af34-c09bf4619c03.mp3,48000,2.407,0.057571992,1775.9385623864555,2158.6572565596043,0.6804818
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/608b692d-76ff-11ee-baea-c09bf4619c03.mp3,48000,4.227,0.03203986,2051.3231247888925,2771.72720082468,0.408721
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5d77ba96-76ff-11ee-bff0-c09bf4619c03.mp3,48000,3.067,0.011640468,2791.11341084558,3139.0801851492524,0.08906411
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/72274cce-76ff-11ee-9340-c09bf4619c03.mp3,48000,3.387,0.08926391,2504.329454933364,2932.5853004525256,0.86541325
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/64899ca6-76ff-11ee-8c9f-c09bf4619c03.mp3,48000,3.027,0.016741237,2604.6882405699284,2984.9488820626843,0.2711702
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/7afd2d58-76ff-11ee-84bf-c09bf4619c03.mp3,48000,3.847,0.12991364,1497.6704515420233,2119.120223272923,0.7010681
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/689b9df2-76ff-11ee-8556-c09bf4619c03.mp3,48000,3.867,0.025648842,2026.040483858665,2756.014239104087,0.36162236
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/889cdbee-76ff-11ee-a493-c09bf4619c03.mp3,48000,2.147,0.05780772,1141.2893754583256,1745.794939953794,0.3360853
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/62b2e483-76ff-11ee-8491-c09bf4619c03.mp3,48000,1.3735,0.03895918,2241.3668382202595,2643.4366339325775,0.405981
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/553024cf-76ff-11ee-993c-c09bf4619c03.mp3,48000,1.4135,0.010415917,1860.707856159368,2753.2731560526595,0.08390491
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4e136aff-76ff-11ee-8f36-c09bf4619c03.mp3,48000,1.9135,0.055670463,2064.773459455872,2693.8851192514767,0.6953598
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/86d7825b-76ff-11ee-81d6-c09bf4619c03.mp3,48000,3.787,0.0124984095,1425.0991417982564,2254.277692741985,0.1704806
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/89e5ebe4-76ff-11ee-9028-c09bf4619c03.mp3,48000,3.147,0.039236132,2594.282976694082,2511.5952269605327,0.53955907
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/3e9143ce-76ff-11ee-b936-c09bf4619c03.mp3,48000,3.827,0.011221985,3170.646928516524,3373.6163814127704,0.14507295
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/922b6efe-76ff-11ee-bbda-c09bf4619c03.mp3,48000,2.867,0.03623817,2335.88961414911,2696.032876755087,0.38339508
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/70cebb24-76ff-11ee-af65-c09bf4619c03.mp3,48000,2.727,0.046789423,1884.215375232317,2281.69163581695,0.6171407
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5018df38-76ff-11ee-9b39-c09bf4619c03.mp3,48000,2.6535,0.013486297,1284.7805513156204,2214.1990040030355,0.14126399
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/86bcd816-76ff-11ee-8ae8-c09bf4619c03.mp3,48000,1.1335,0.024047794,2501.889463556021,3231.436784572091,0.2697071
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/39039b4f-76ff-11ee-9039-c09bf4619c03.mp3,48000,2.107,0.007920914,2056.8930571691094,3031.2580794420896,0.061875183
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/500de28d-76ff-11ee-ab0b-c09bf4619c03.mp3,48000,1.48,0.050442744,2841.7018876150696,2776.3901962392038,0.7382362
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/47e0edf8-76ff-11ee-ad66-c09bf4619c03.mp3,48000,2.307,0.043209717,2823.690118668061,3054.521483537746,0.5308807
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6b52192e-76ff-11ee-8a32-c09bf4619c03.mp3,48000,3.647,0.015183278,1905.8840048325342,2794.7033998663214,0.22207545
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5b460d19-76ff-11ee-9a74-c09bf4619c03.mp3,48000,3.0135,0.062606886,2607.9213929791126,3101.503255587217,0.95142525
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/68e9e8dd-76ff-11ee-9a7d-c09bf4619c03.mp3,48000,4.027,0.033319693,1992.7505097083695,2588.3653671724473,0.4018442
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/84697163-76ff-11ee-84bc-c09bf4619c03.mp3,48000,2.0535,0.022697696,1562.106900541528,2669.9572855895008,0.40359366
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/3580ac02-76ff-11ee-b8bb-c09bf4619c03.mp3,48000,3.627,0.01274448,2863.726313633896,3351.2875121913407,0.16172409
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/875ec245-76ff-11ee-bb03-c09bf4619c03.mp3,48000,3.687,0.012589375,1313.0630772486988,2372.646106938639,0.15829055
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4edf11c9-76ff-11ee-9e05-c09bf4619c03.mp3,48000,3.96,0.019023834,3329.6178828411767,3321.81823048408,0.35758197
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/884fa218-76ff-11ee-92c7-c09bf4619c03.mp3,48000,2.6935,0.044885833,1758.9977422726172,2157.2364544162006,0.36979872
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8454f9b0-76ff-11ee-aa52-c09bf4619c03.mp3,48000,2.627,0.05340042,2094.3932365154424,2346.070342362685,0.7361955
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4659782e-76ff-11ee-99ae-c09bf4619c03.mp3,48000,1.6935,0.13826291,2144.747558727456,3005.642183826692,0.9322265
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8f0274ad-76ff-11ee-9027-c09bf4619c03.mp3,48000,2.48,0.060798522,3070.886415907423,2949.3781904973716,0.9560304
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/86961135-76ff-11ee-8e69-c09bf4619c03.mp3,48000,3.027,0.053809468,2436.096430373184,2675.6760738141543,0.6345962
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5da40c2b-76ff-11ee-a843-c09bf4619c03.mp3,48000,1.8735,0.053105537,1475.157521717228,1861.9381895706285,0.47904363
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6fd3557e-76ff-11ee-a96f-c09bf4619c03.mp3,48000,2.587,0.0778698,2208.4744031626446,2599.198112370669,0.7578157
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/54a15d2f-76ff-11ee-b689-c09bf4619c03.mp3,48000,2.747,0.014923768,2236.6439142502436,2401.9719137088605,0.15356658
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8b4a1f44-76ff-11ee-879b-c09bf4619c03.mp3,48000,2.667,0.07084592,1440.390501095297,1600.9708633866358,0.49540007
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5b49218f-76ff-11ee-b272-c09bf4619c03.mp3,48000,2.0935,0.052779656,2477.8559894435916,2916.63734953189,0.8904167
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/389e8c4c-76ff-11ee-8ce2-c09bf4619c03.mp3,48000,2.0935,0.035092123,2805.579083479603,3309.6453303085623,0.962909
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/51849330-76ff-11ee-85a5-c09bf4619c03.mp3,48000,3.167,0.04905246,2690.4378136642517,2574.42790740114,0.8081446
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5fabef72-76ff-11ee-b923-c09bf4619c03.mp3,48000,4.307,0.028354626,1965.6319322817562,2631.643722652628,0.36492014
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/64596e60-76ff-11ee-960e-c09bf4619c03.mp3,48000,1.9135,0.06382569,1124.1527640500985,1625.1855507224473,0.4937655
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/85b034c8-76ff-11ee-a370-c09bf4619c03.mp3,48000,4.187,0.035212234,3012.9912735762778,3548.8912245555516,0.95254064
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/42cd9d25-76ff-11ee-a4e0-c09bf4619c03.mp3,48000,3.887,0.016316354,2251.689246118365,3022.546444204976,0.2700169
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/62b9edca-76ff-11ee-8295-c09bf4619c03.mp3,48000,3.487,0.016082888,2677.9774989619636,3513.622790069688,0.36058497
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/40b533b6-76ff-11ee-af08-c09bf4619c03.mp3,48000,4.02,0.015125765,3188.3880911683477,3201.48955670151,0.25922367
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/3928dcb6-76ff-11ee-88ea-c09bf4619c03.mp3,48000,2.147,0.009418831,1952.7525166594098,2894.2280044459894,0.08253397
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8d9ad5d2-76ff-11ee-9b40-c09bf4619c03.mp3,48000,3.947,0.04217056,2019.407105405395,2753.251963203158,0.5603256
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/89abc0e3-76ff-11ee-8220-c09bf4619c03.mp3,48000,3.227,0.04541094,2346.227087105727,2619.0768372222997,0.53955907
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/811bc389-76ff-11ee-a674-c09bf4619c03.mp3,48000,2.0135,0.039881904,2580.989880183407,3169.182717801875,0.738273
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/33b4c120-76ff-11ee-a6f0-c09bf4619c03.mp3,48000,3.227,0.010694906,3296.533164315303,3450.2726152371233,0.089045204
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/62f737b7-76ff-11ee-a33a-c09bf4619c03.mp3,48000,3.647,0.01837904,2857.4241954131785,3527.5118832468484,0.36058497
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/615e78f4-76ff-11ee-ab56-c09bf4619c03.mp3,48000,3.027,0.06733695,1676.0709883043444,2068.9823095541487,0.63111967
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/67d5645c-76ff-11ee-ade4-c09bf4619c03.mp3,48000,2.9935,0.021467434,3214.370060617732,3239.684545970129,0.27636757
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/66feec04-76ff-11ee-a387-c09bf4619c03.mp3,48000,2.0535,0.010739399,1409.446696468904,2307.1580418492726,0.14602758
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8b11d182-76ff-11ee-9ccb-c09bf4619c03.mp3,48000,2.587,0.06464999,1680.0841709892327,1649.5410089625684,0.49151593
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/4058d3f6-76ff-11ee-bf4b-c09bf4619c03.mp3,48000,3.5535,0.021498898,2573.876911426801,2901.196776269069,0.17049621
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/78535729-76ff-11ee-91a7-c09bf4619c03.mp3,48000,1.987,0.039488684,2121.799933996789,2567.7605463674377,0.38312286
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/55218489-76ff-11ee-bfe4-c09bf4619c03.mp3,48000,2.4135,0.07231349,1728.84661425482,2062.904606768505,0.535036
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/763771dc-76ff-11ee-882d-c09bf4619c03.mp3,48000,1.7335,0.027688708,1463.6803263851164,1943.0572582458665,0.17122795
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/555cf25d-76ff-11ee-b6c3-c09bf4619c03.mp3,48000,3.187,0.016160863,3267.057865574856,3380.2854830450096,0.25054047
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6a100807-76ff-11ee-ab67-c09bf4619c03.mp3,48000,3.827,0.031831294,1874.9438945239544,2648.564414577819,0.41568002
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/50589617-76ff-11ee-80ad-c09bf4619c03.mp3,48000,3.387,0.017669555,3822.591245882922,3458.3322169659527,0.27782497
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6077b7a2-76ff-11ee-aa53-c09bf4619c03.mp3,48000,4.107,0.025189364,2014.5712982658792,2771.2873229498364,0.3704694
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/593d4d97-76ff-11ee-8671-c09bf4619c03.mp3,48000,3.287,0.06728199,3146.9419747030524,3093.474254421023,0.84004545
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/61c07c56-76ff-11ee-82bf-c09bf4619c03.mp3,48000,3.5735,0.041743886,1724.4989812117374,2074.356936035853,0.37662518
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5a65b352-76ff-11ee-a698-c09bf4619c03.mp3,48000,2.4335,0.09773227,2237.4627321794856,2785.7871640612534,0.86045927
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/903b2b1e-76ff-11ee-aebd-c09bf4619c03.mp3,48000,2.587,0.027771361,2550.4460120718545,2923.9923335502826,0.24800533
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/55286684-76ff-11ee-8768-c09bf4619c03.mp3,48000,1.0135,0.006047709,1917.4474415848406,2955.015400133645,0.061807107
