File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5b46f43a-76ff-11ee-8008-c09bf4619c03_1.wav,48000,1.9335,0.086449176,2905.417568113921,4530.473128012943,0.7844238
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6895910a-76ff-11ee-b32d-c09bf4619c03_1.wav,48000,2.9535,0.021291435,2442.547025060288,3825.8493910473653,0.22097778
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/397e6ee0-76ff-11ee-81a7-c09bf4619c03_1.wav,48000,3.947,0.088538796,2020.4841202031803,3254.1200312649107,0.49230957
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/51ac7370-76ff-11ee-b3f4-c09bf4619c03_1.wav,48000,1.56,0.13633858,3040.5581486231126,4216.671579782358,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6d7504bc-76ff-11ee-b25a-c09bf4619c03_1.wav,48000,3.667,0.08566337,2423.653808451552,3573.696517038898,0.45401
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8aff7077-76ff-11ee-9b38-c09bf4619c03_1.wav,48000,2.347,0.13844301,4877.811649267136,5941.320400572593,0.7480469
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/878cb5bf-76ff-11ee-a345-c09bf4619c03_1.wav,48000,2.387,0.05101929,4778.349593052793,5286.440562621743,0.521698
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/619759fc-76ff-11ee-b2a8-c09bf4619c03_2.wav,48000,2.867,0.14729212,2397.929472744314,3826.5541088422647,0.9255676
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/58519292-76ff-11ee-8b86-c09bf4619c03_1.wav,48000,2.9535,0.05565082,2542.818769821488,3891.278370441568,0.32836914
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/45ea4cb9-76ff-11ee-90c0-c09bf4619c03_1.wav,48000,3.007,0.05526901,6482.57385286507,6561.138950543592,0.4033203
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/44b2ebae-76ff-11ee-834a-c09bf4619c03_1.wav,48000,0.8735,0.11774907,5922.984886749245,6333.048355354837,0.75549316
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5e6e4488-76ff-11ee-8dcb-c09bf4619c03_1.wav,48000,4.347,0.031135304,2549.324557455348,3442.5539680841453,0.31103516
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/47461d9b-76ff-11ee-b0e7-c09bf4619c03_1.wav,48000,2.347,0.08530126,5832.992069006141,6122.0000624996355,0.57855225
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/701f3b48-76ff-11ee-9dac-c09bf4619c03_2.wav,48000,2.3535,0.04599689,3871.6599189002586,5288.887485214117,0.24441528
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/529a8119-76ff-11ee-95fc-c09bf4619c03_1.wav,48000,3.187,0.16026327,3843.420386159981,5137.903400000062,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5a67a56e-76ff-11ee-b27a-c09bf4619c03_1.wav,48000,3.667,0.07968056,4940.399345753476,5825.069106066208,0.90045166
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/583f1029-76ff-11ee-8bd5-c09bf4619c03_1.wav,48000,2.4,0.08559396,2576.126260049857,3696.0814419346952,0.5387268
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/67816cb7-76ff-11ee-8602-c09bf4619c03_2.wav,48000,3.147,0.12889628,3116.6287243267816,4456.303288551631,0.94259644
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6aaa0079-76ff-11ee-8e3d-c09bf4619c03_1.wav,48000,3.147,0.1344839,4842.8781425436755,5690.2337714426885,0.9060364
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5857e4ea-76ff-11ee-b662-c09bf4619c03_1.wav,48000,4.327,0.020705763,2596.2484278695742,3989.3421526145335,0.18441772
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/761df86f-76ff-11ee-b986-c09bf4619c03_2.wav,48000,3.807,0.029331313,2530.1867175014686,3758.322213526976,0.16952515
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/84dc0b75-76ff-11ee-abb8-c09bf4619c03_1.wav,48000,4.267,0.031220796,2904.3016398158156,4271.851047256493,0.20547485
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/465ee3a9-76ff-11ee-b5ac-c09bf4619c03_2.wav,48000,1.84,0.09443513,1958.72915686182,3121.8451085449087,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/50ccaeaf-76ff-11ee-ac00-c09bf4619c03_1.wav,48000,3.307,0.034961674,2834.896711591995,3635.8381219993757,0.26312256
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/73b96f1d-76ff-11ee-a2aa-c09bf4619c03_2.wav,48000,2.867,0.14307512,4387.363025859167,5074.786593035985,0.9640198
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/883c32e1-76ff-11ee-9fe7-c09bf4619c03_1.wav,48000,2.467,0.040062584,2669.2236251711047,3798.355299291531,0.4230652
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5f7201a0-76ff-11ee-b48d-c09bf4619c03_2.wav,48000,3.467,0.05370126,4175.060901599206,5115.970484750368,0.37542725
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4a44e10c-76ff-11ee-9cad-c09bf4619c03_2.wav,48000,2.6335,0.115122475,4446.214432493118,5661.538445442035,0.64923096
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5584a166-76ff-11ee-a6f4-c09bf4619c03_2.wav,48000,3.067,0.032563347,2725.448407829941,3844.3027976026424,0.18551636
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6cfd26e8-76ff-11ee-8286-c09bf4619c03_2.wav,48000,3.387,0.08110261,3110.522121677066,4473.0938987497275,0.4593506
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/50589617-76ff-11ee-80ad-c09bf4619c03_1.wav,48000,3.387,0.03581789,4255.446466056988,5056.861570464949,0.2840271
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/751a937b-76ff-11ee-9be3-c09bf4619c03_1.wav,48000,3.467,0.02748628,3046.8482058088844,4445.869520758537,0.19958496
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/85048583-76ff-11ee-b612-c09bf4619c03_2.wav,48000,4.387,0.032723065,2599.3405303432146,3853.8415029059797,0.21575928
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8a476e77-76ff-11ee-99a0-c09bf4619c03_1.wav,48000,3.107,0.07305018,4279.153518009918,5125.338892282533,0.6017151
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5afa30bf-76ff-11ee-b5af-c09bf4619c03_2.wav,48000,3.827,0.08509387,2756.9640853069536,4125.358638707199,0.68533325
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3530008f-76ff-11ee-bfa6-c09bf4619c03_2.wav,48000,3.04,0.10425558,2565.120079414674,3737.667192729022,0.98153687
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/811900f5-76ff-11ee-ad53-c09bf4619c03_1.wav,48000,2.4535,0.29824653,4573.434633581424,5709.027146482875,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4f4b518b-76ff-11ee-bea0-c09bf4619c03_2.wav,48000,3.96,0.039159957,4889.740119154116,5683.413204548022,0.3494568
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5b4408d3-76ff-11ee-91c5-c09bf4619c03_1.wav,48000,3.4735,0.031359907,2435.1678371957223,3725.4035895364173,0.1678772
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4708a55b-76ff-11ee-9ee9-c09bf4619c03_2.wav,48000,3.807,0.05188077,2807.2042659539197,4162.72950526613,0.36279297
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4cdf586a-76ff-11ee-bc5b-c09bf4619c03_2.wav,48000,2.227,0.012456535,5121.72837317491,5927.0373145560025,0.087646484
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8a0cbd5c-76ff-11ee-bee8-c09bf4619c03_1.wav,48000,3.507,0.075049065,2717.7917512476897,4010.2170255631286,0.5184326
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4eb2a8d5-76ff-11ee-8cb9-c09bf4619c03_1.wav,48000,2.987,0.14171699,5374.331387062085,6011.488351150249,0.8483887
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5011970c-76ff-11ee-b0ee-c09bf4619c03_2.wav,48000,1.3535,0.02085908,2933.6957423736885,3970.4139211883175,0.15835571
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3835ee5f-76ff-11ee-b6a3-c09bf4619c03_2.wav,48000,4.387,0.036233846,2366.4216473416795,3782.7626152551775,0.34365845
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6171fcf1-76ff-11ee-9e89-c09bf4619c03_2.wav,48000,3.147,0.12218693,2445.9792702763066,3839.5970386297513,0.6871033
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/50e4d604-76ff-11ee-a007-c09bf4619c03_1.wav,48000,1.7335,0.028450545,2517.740487997149,3759.126769781297,0.17028809
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3459cd4a-76ff-11ee-bd27-c09bf4619c03_2.wav,48000,3.04,0.06841704,4437.943634851019,5051.7428114281,0.81604004
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/645ef627-76ff-11ee-8dbf-c09bf4619c03_2.wav,48000,3.267,0.037485987,4248.195449981724,5150.024106550205,0.31536865
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6c695a1d-76ff-11ee-82c5-c09bf4619c03_1.wav,48000,3.707,0.035041608,2653.116885489675,4047.7102182609237,0.23226929
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5e681596-76ff-11ee-bd6e-c09bf4619c03_2.wav,48000,2.3135,0.100602634,2510.8615960599263,3476.223535921588,0.8034973
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/694bcb3f-76ff-11ee-b765-c09bf4619c03_1.wav,48000,4.147,0.07795975,2200.510294460075,3405.9382403069103,0.493042
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/76fe46bb-76ff-11ee-8b6c-c09bf4619c03_1.wav,48000,2.3735,0.09127041,2877.039993737755,4125.004791240081,0.93829346
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6a100807-76ff-11ee-ab67-c09bf4619c03_1.wav,48000,3.827,0.074844904,2415.596063788728,3576.587058776965,0.44979858
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4abf1987-76ff-11ee-b10e-c09bf4619c03_1.wav,48000,2.107,0.07129745,2379.525151189409,3704.952581283601,0.45922852
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/546caba5-76ff-11ee-b952-c09bf4619c03_1.wav,48000,1.8735,0.029948993,2319.8191222151127,3695.6512930632093,0.22314453
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/53c0d7dd-76ff-11ee-9f4f-c09bf4619c03_2.wav,48000,3.467,0.14403501,2536.189736965346,3906.5791081843076,0.9746399
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/9061d513-76ff-11ee-9bed-c09bf4619c03_2.wav,48000,2.447,0.03938932,2495.085939802306,3659.690583726542,0.22241211
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/91f24d36-76ff-11ee-9ee3-c09bf4619c03_2.wav,48000,2.947,0.07122215,2525.77961730628,3807.323646646124,0.40429688
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4e11354c-76ff-11ee-abf9-c09bf4619c03_2.wav,48000,2.1335,0.025468636,2017.3244355798574,3356.4586760243615,0.19442749
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/42b95bd2-76ff-11ee-b56c-c09bf4619c03_1.wav,48000,3.747,0.040457528,2571.4242120716804,4009.74763149107,0.31417847
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5da40c2b-76ff-11ee-a843-c09bf4619c03_1.wav,48000,1.8735,0.10326838,2382.752709718645,3716.291822774976,0.5936279
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/68960c08-76ff-11ee-ad6a-c09bf4619c03_1.wav,48000,2.0735,0.0979043,1714.0617971402885,2867.793212201045,0.45663452
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/49e0a803-76ff-11ee-9cb6-c09bf4619c03_1.wav,48000,3.787,0.05979209,2582.856998104756,3959.63222572513,0.45907593
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/68271de8-76ff-11ee-aa0e-c09bf4619c03_2.wav,48000,2.187,0.017060602,2469.7027404137284,3644.611078344239,0.114349365
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/704c6c54-76ff-11ee-bd9d-c09bf4619c03_2.wav,48000,2.447,0.096129246,2572.828757776745,4059.79227913826,0.4888916
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/60f492fe-76ff-11ee-ba47-c09bf4619c03_2.wav,48000,2.4335,0.22153017,1917.5831782171308,3255.3795120685136,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/78668675-76ff-11ee-8970-c09bf4619c03_1.wav,48000,1.947,0.07212775,4654.207484296836,5080.457628736678,0.55581665
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/546ecfd6-76ff-11ee-9806-c09bf4619c03_1.wav,48000,1.5335,0.29315975,3840.774118469765,4872.8013660839215,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/69865ff7-76ff-11ee-bb08-c09bf4619c03_1.wav,48000,3.107,0.06592291,2611.7805668591836,4088.826556982458,0.42388916
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/91c5161a-76ff-11ee-bcea-c09bf4619c03_2.wav,48000,1.8135,0.13941173,4670.054554154748,5656.8204788037365,0.9109802
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/471a6cf8-76ff-11ee-a18d-c09bf4619c03_2.wav,48000,3.567,0.070653744,4875.773217458358,5740.939312914765,0.6575928
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/89abc0e3-76ff-11ee-8220-c09bf4619c03_1.wav,48000,3.227,0.083634295,2328.5579790453603,3508.762985316817,0.6614685
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/7b24f975-76ff-11ee-bdeb-c09bf4619c03_1.wav,48000,4.047,0.21693188,2231.961279307868,3577.3456368767397,0.9124756
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/472dd732-76ff-11ee-be9a-c09bf4619c03_2.wav,48000,0.8935,0.04457001,5391.75337359191,5843.391502680524,0.41531372
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3892b8d4-76ff-11ee-8360-c09bf4619c03_1.wav,48000,2.8535,0.066604964,2536.094918635105,3861.9656706397486,0.41989136
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/76c0915b-76ff-11ee-8f26-c09bf4619c03_2.wav,48000,3.827,0.09942029,1747.2768018546908,2763.335373792006,0.9651184
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/87374365-76ff-11ee-9e4a-c09bf4619c03_2.wav,48000,3.667,0.028729059,2475.7985064202667,3945.0770559117127,0.20794678
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/89e5ebe4-76ff-11ee-9028-c09bf4619c03_1.wav,48000,3.147,0.07692244,2400.130684840272,3667.9729481429904,0.55215454
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/7afd2d58-76ff-11ee-84bf-c09bf4619c03_2.wav,48000,3.847,0.18833074,4602.656651051977,5700.1605237232925,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/38a136e8-76ff-11ee-a271-c09bf4619c03_1.wav,48000,1.2135,0.09698492,5151.468533268639,5989.709132529073,0.74420166
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4cf2ea54-76ff-11ee-a5fe-c09bf4619c03_1.wav,48000,2.067,0.018551504,5243.157087089131,5942.301751314008,0.109802246
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/388d3e7f-76ff-11ee-916a-c09bf4619c03_1.wav,48000,1.0135,0.048931826,2213.879004560153,2980.043067163662,0.28396606
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6440b151-76ff-11ee-84a1-c09bf4619c03_2.wav,48000,4.467,0.1192529,6454.804964373666,6434.895869350361,0.89694214
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/4e0e9a2d-76ff-11ee-96ea-c09bf4619c03_1.wav,48000,1.0335,0.032423005,2944.2935533586856,3946.153256063553,0.3772583
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8647b933-76ff-11ee-a834-c09bf4619c03_1.wav,48000,3.507,0.08614564,2632.3747557188317,3815.015915428142,0.6708679
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8ce8478b-76ff-11ee-9dce-c09bf4619c03_1.wav,48000,2.0735,0.11544658,2188.5158718518373,3574.9242275194574,0.65078735
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8c16ef4e-76ff-11ee-8848-c09bf4619c03_2.wav,48000,1.867,0.07602078,5344.476160855424,5916.298418072264,0.45584106
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3d18763b-76ff-11ee-b006-c09bf4619c03_1.wav,48000,1.7735,0.015808068,2439.3095801913073,3559.1504140108495,0.14678955
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/3be22336-76ff-11ee-86eb-c09bf4619c03_1.wav,48000,4.267,0.086047396,3007.8888293249192,3733.3671683519747,0.7635803
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8e809e36-76ff-11ee-a86d-c09bf4619c03_1.wav,48000,3.867,0.08040475,2438.479899576554,3841.61779588723,0.55270386
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/7e8399b1-76ff-11ee-843e-c09bf4619c03_1.wav,48000,3.587,0.19909745,2683.631085893321,4151.536140047315,1.0
