File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_40_10.wav,16000,5.0,0.5481178,812.7081105394817,1159.3827071910844,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_24_51.wav,16000,5.0,0.14005691,670.0701634135886,923.3653018129169,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_28_46.wav,16000,5.0,0.091215216,635.4498811676981,1026.6006299495255,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_21_15.wav,16000,5.0,0.3670374,784.6721660137362,1161.1904005982967,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_19_39.wav,16000,5.0,0.37020275,772.177425734119,1173.6681243868572,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_19_11.wav,16000,5.0,0.7488915,943.8715612005735,1189.3429350001543,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_24_52.wav,16000,5.0,0.08456287,595.930988830239,1072.7895675142956,0.76242065
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_16_27.wav,16000,5.0,0.1720711,675.1839763967525,1002.2589510753221,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_17_38.wav,16000,5.0,0.5348322,734.9661544284835,1132.3738702863461,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_28_09.wav,16000,5.0,0.7316873,983.992401187226,1301.3048695201915,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_26_24.wav,16000,5.0,0.40518504,859.9168044362317,1247.8461604698948,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_56_07.wav,16000,5.0,0.14892687,697.8935559212604,1050.0657521523412,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_02_25.wav,16000,5.0,0.17999712,641.0623206308563,991.4776272808259,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_20_44.wav,16000,5.0,0.56847215,810.5271396312021,1162.4085638860079,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_22_36.wav,16000,5.0,0.067116104,454.6943948243954,795.2978755371701,0.87527466
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_23_15.wav,16000,5.0,0.27548233,736.5938664278992,1159.2840683671216,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_41_55.wav,16000,5.0,0.29234207,477.6201709103613,744.3999679055946,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_32_50.wav,16000,5.0,0.3204124,692.1459455180818,1029.235219075374,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_21_04.wav,16000,5.0,0.76648116,994.0710947258366,1266.4229305078973,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_28_34.wav,16000,5.0,0.5337831,849.2065677700404,1239.0954161131094,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_35_05.wav,16000,5.0,0.10127199,655.0560621919923,1109.8346962083392,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_39_06.wav,16000,5.0,0.19423719,615.4041742030587,932.0801564053844,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_42_12.wav,16000,5.0,0.3315378,679.8422178217094,1050.7941859479727,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_34_44.wav,16000,5.0,0.2428872,642.6751430613454,1022.0529209605587,0.80148315
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_24_36.wav,16000,5.0,0.7726765,925.5171433070728,1227.787836169527,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_18_56.wav,16000,5.0,0.6630556,982.9325563594664,1298.8480183950135,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_53_09.wav,16000,5.0,0.26080424,647.7519980746612,1010.2115458182325,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_28_43.wav,16000,5.0,0.04584259,868.6112458703889,1455.8167954147043,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_38_41.wav,16000,5.0,0.31617248,776.1784003915809,1197.3411765298754,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_20_43.wav,16000,5.0,0.09806727,535.9051450831652,952.7583400502506,0.86572266
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_35_01.wav,16000,5.0,0.57729036,706.4542924456296,1063.0869637450235,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_49_35.wav,16000,5.0,0.23154901,735.8864310676377,1088.7318252469902,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_20_20.wav,16000,5.0,0.3398557,975.483501686779,1404.098240687083,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_43_21.wav,16000,5.0,0.21108496,426.89952710325076,771.8243272619067,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_24_45.wav,16000,5.0,0.44034785,888.5863654215043,1218.04658593657,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_39_14.wav,16000,5.0,0.20245712,648.827675397825,1121.5039767704502,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_45_20.wav,16000,5.0,0.30668724,749.5078648364852,1092.9378337477106,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_59_32.wav,16000,5.0,0.14732404,660.7607426300017,978.6824501113251,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_41_44.wav,16000,5.0,0.2875142,1016.1679980858967,1302.8077890394952,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_26_56.wav,16000,5.0,0.7988412,949.8901739812751,1270.112977439208,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_39_02.wav,16000,5.0,0.29732993,600.3771046078884,953.4916687545983,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_37_07.wav,16000,5.0,0.2647173,718.9400948872773,1176.7508395035345,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_28_30.wav,16000,5.0,0.14951697,674.0022283834882,950.9943435283012,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_27_17.wav,16000,5.0,0.2697942,750.3782828694008,1209.3031848635044,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_18_32.wav,16000,5.0,0.6785853,993.4751355279321,1298.6187807014285,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_14_32.wav,16000,5.0,0.6348364,851.0106350776623,1226.1561867161672,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_25_12.wav,16000,5.0,0.1566453,629.1361141256145,1173.1196901680246,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_23_14.wav,16000,5.0,0.06144276,490.2612802512389,916.080710035398,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_14_22.wav,16000,5.0,0.66216254,848.3777856621398,1168.6493107892381,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_44_13.wav,16000,5.0,0.23451796,707.7696040494582,1108.0336807355015,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_27_06.wav,16000,5.0,0.4282074,785.4189879289481,1182.1241527624832,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_26_46.wav,16000,5.0,0.8168091,1096.7028913137294,1403.1209931134485,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_23_01.wav,16000,5.0,0.042922214,626.2384365779986,1091.1059322937435,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_36_57.wav,16000,5.0,0.3653001,772.7904219703499,1141.7327393231874,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_22_22.wav,16000,5.0,0.5093338,665.72360371511,1063.8676661566424,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_09_58.wav,16000,5.0,0.27632695,787.3594913470937,1238.4202772839521,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_55_22.wav,16000,5.0,0.19008131,600.38740752016,875.6083592590863,0.9239197
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_44_59.wav,16000,5.0,0.19561289,650.3815457890718,1120.6197641829028,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_24_08.wav,16000,5.0,0.06326463,680.0742542464412,1205.1106310648365,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_18_20.wav,16000,5.0,0.6205425,923.9594374210507,1223.0067269584627,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_22_35.wav,16000,5.0,0.7700397,874.5976186764684,1186.8211589187804,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_38_51.wav,16000,5.0,0.6358042,924.4137136882478,1210.813296118308,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_21_41.wav,16000,5.0,0.36419302,590.5208231805503,1001.7003630997634,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_50_09.wav,16000,5.0,0.22275504,812.7597714755736,1191.4469419946963,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_55_13.wav,16000,5.0,0.14391103,593.9210322453414,875.9197612719545,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_20_00.wav,16000,5.0,0.7585006,1066.8529302950778,1356.9571786983468,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_47_04.wav,16000,5.0,0.26752275,787.485408230755,1130.6789698010707,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_46_44.wav,16000,5.0,0.13454291,613.5339121570594,1036.112604931707,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_19_50.wav,16000,5.0,0.49147883,864.9115106769738,1214.7003542397963,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_42_56.wav,16000,5.0,0.3564111,748.7294335115914,1117.457120636886,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_14_12.wav,16000,5.0,0.50240314,711.6790534736405,1105.388498107819,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_54_45.wav,16000,5.0,0.16738698,579.0213313054886,847.8125221422713,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_16_03.wav,16000,5.0,0.19924389,1315.4780677908866,1612.1843125035182,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_35_40.wav,16000,5.0,0.14242548,788.1115755469704,1191.1746270102785,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_26_28.wav,16000,5.0,0.14342684,597.1374227083321,900.3719314880866,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_21_09.wav,16000,5.0,0.11453135,736.408985257506,1137.0653752064406,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_15_53.wav,16000,5.0,0.16960551,1405.468738254175,1615.3806365063772,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_55_04.wav,16000,5.0,0.17602246,664.8628321129531,965.0165680302766,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_28_10.wav,16000,5.0,0.12244646,699.7881850257088,1071.9734972134884,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_56_41.wav,16000,5.0,0.12486475,658.3488241649992,1022.7252610554829,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_37_33.wav,16000,5.0,0.46771103,713.4434053581532,1079.5084765936967,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_23_46.wav,16000,5.0,0.18511356,996.907814982937,1399.3852420971743,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_36_38.wav,16000,5.0,0.24789642,704.281231794606,1016.1665559175393,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_22_12.wav,16000,5.0,0.23059937,618.8921738628799,1074.1185500469514,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_22_02.wav,16000,5.0,0.24600922,846.2117929467523,1256.9737098103499,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_35_32.wav,16000,5.0,0.56837046,639.3807049691081,1007.3277085029109,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_20_58.wav,16000,5.0,0.07412665,679.1843862147556,1092.4814072490651,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_32_07.wav,16000,5.0,0.29898617,674.4739468496708,1003.0304822410167,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_54_54.wav,16000,5.0,0.20380753,663.3226490485412,972.0187623705053,0.86380005
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_23_56.wav,16000,5.0,0.27427942,779.3888453004506,1261.2129251963363,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_36_00.wav,16000,5.0,0.07612676,531.6185755164316,907.3225029905211,0.8666687
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_49_12.wav,16000,5.0,0.3604399,859.9452129483927,1215.9767622524676,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_50_26.wav,16000,5.0,0.26687536,851.1682762619333,1230.9670798758073,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_42_46.wav,16000,5.0,0.17984821,807.6156813631518,1188.3683032499682,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_17_53.wav,16000,5.0,0.47784346,848.632738787787,1267.0817615372384,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_37_20.wav,16000,5.0,0.19679861,608.4799901202954,1013.8864857862783,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_26_12.wav,16000,5.0,0.15841717,624.7078860390192,1009.0197071653346,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_20_10.wav,16000,5.0,0.3482004,803.1589746930256,1190.4740984973662,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_46_43.wav,16000,5.0,0.1739463,618.6359161032253,984.0850899384203,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_01_20.wav,16000,5.0,0.213619,691.3718914258764,1031.4108076221169,0.8591614
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_58_56.wav,16000,5.0,0.14618297,689.0043547396366,1014.3339371103567,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_39_24.wav,16000,5.0,0.21607651,802.0944654359367,1243.0116255916778,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__11_14_01.wav,16000,5.0,0.42848006,783.0364343590151,1168.6963495496832,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__10_27_53.wav,16000,5.0,0.13755028,741.6030195542427,1100.0870213213911,0.9999695
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_48_44.wav,16000,5.0,0.15179144,611.396243666077,1023.2344748070234,1.0
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/15_11_2023/2023_11_15__09_46_55.wav,16000,5.0,0.17060861,508.1252143900294,825.1643236892953,1.0
