File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude,Zero-Crossing Rate,Spectral Entropy,MFCC
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/61ddcda4-76ff-11ee-9019-c09bf4619c03_2.wav,48000,3.8935,0.08647743,2602.302436285443,4025.230069654163,0.76971436,0.040600719347677595,-1116801800.0,"[-173.56496     162.32976      -8.952225     14.397014     -1.0958122
   10.427807     -1.8873944     6.469549     -6.0495768     2.7043455
   -0.48628294    0.5089446    -0.37433004    5.247126     -3.1052907
    1.1332154    -1.5666546    -2.7366784    -6.6748047    -1.6797369 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6c4033be-76ff-11ee-a835-c09bf4619c03_1.wav,48000,3.807,0.033921838,3733.2573465332284,5096.671558034769,0.22518921,0.057391511292016806,-1774791300.0,"[-2.4070921e+02  1.3376352e+02 -5.2160209e-01  1.3214302e+01
 -1.9325026e+00  6.4080882e+00  6.4879638e-01  4.6733637e+00
 -4.1878891e+00  2.4085424e+00  1.8439406e+00  3.8657677e+00
  3.5387788e-02  3.1597910e+00 -2.8912036e+00  3.8071651e+00
 -4.0941520e+00 -4.1989040e+00 -8.3494062e+00 -3.1380255e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/928c9bed-76ff-11ee-a29c-c09bf4619c03_1.wav,48000,3.067,0.069969565,2515.078283560424,3764.0684749278903,0.4404602,0.040730794270833336,-964909100.0,"[-200.01584     165.79184     -11.591376     17.282528     -7.8106985
   16.651804     -2.4586809     2.4810839    -4.536594      3.8976157
   -1.3965888     0.26425636    1.1970094     4.2417903    -6.343775
    4.015808     -3.1704285    -3.4185529    -6.4988346    -3.161704  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5c6ef5a9-76ff-11ee-b19f-c09bf4619c03_2.wav,48000,3.307,0.1024588,4258.87585823117,5066.661767575271,0.789032,0.08281940815916398,-922240900.0,"[-138.97604    118.57128     -0.7166308   22.273762   -16.608526
    5.9896154   -0.6259885   -8.197601    -5.8376675  -10.452959
   -7.70544     -9.485144    -9.202035    -2.394938    -6.3853087
   -5.939474    -5.3764443   -2.6663203   -7.4421177   -2.3978386]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/60e7e022-76ff-11ee-a320-c09bf4619c03_1.wav,48000,2.6135,0.08274325,2434.498504269534,3635.4249366746803,0.57925415,0.03704784362296748,-724741250.0,"[-1.8825693e+02  1.6832983e+02 -1.6249609e+01  1.6584894e+01
 -3.0335245e+00  1.8401186e+01 -4.9131684e+00  3.4640834e+00
 -4.1213360e+00  1.6399609e+00 -1.7115867e+00 -2.7550763e-02
  8.5673279e-01  4.2524047e+00 -6.1881084e+00  3.8067672e+00
 -3.1265645e+00 -3.6379821e+00 -7.0429549e+00 -3.7979851e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5a5138a9-76ff-11ee-ad50-c09bf4619c03_2.wav,48000,3.247,0.15140407,3837.4337811299256,5167.034804539153,0.9999695,0.05938780737704918,-609163970.0,"[-95.367645   131.28413      0.7358096   13.521484    -1.1895313
   6.8358703   -2.081786     4.787538    -3.9787533    1.0988652
   1.0004013    3.264961    -0.89388776   2.346929    -3.1684124
   3.4999883   -3.6726482   -3.2225945   -8.541578    -2.910086  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/745c090f-76ff-11ee-bca9-c09bf4619c03_2.wav,48000,2.947,0.039236166,2474.5823856055863,3908.400779292682,0.29156494,0.036487124887184114,-1290554600.0,"[-255.61028     166.299        -8.0919075    13.399331     -3.7515786
   11.95417      -0.63592595    6.481156     -7.0516624     5.8983817
   -2.551898      0.46571586   -3.0458236     2.9584541    -4.9855394
   -0.9326886    -2.9896812    -4.939927     -8.670112     -1.7494459 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/33de1456-76ff-11ee-ac67-c09bf4619c03_2.wav,48000,1.8535,0.2531907,2540.04816816232,3717.818512839193,1.0,0.0478235003591954,,"[-7.1699928e+01  1.6900801e+02 -1.0943269e+01  1.6890230e+01
 -9.9755373e+00  1.7452936e+01 -6.6271377e+00  7.7167835e+00
 -3.4942293e+00  3.5813925e+00 -1.3202374e+00 -1.1995671e-01
  2.1474955e+00  4.0569725e+00 -4.3138833e+00  8.8882952e+00
 -1.0147581e+00 -1.8651513e+00 -2.5149877e+00 -2.2221408e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5b46f43a-76ff-11ee-8008-c09bf4619c03_1.wav,48000,1.9335,0.086449176,2905.417568113921,4530.473128012943,0.7844238,0.03832202953296703,-528578980.0,"[-174.22586     151.58345      -0.5186847    13.407165      5.925956
   10.407314     -1.1241819     3.0940685    -4.13178       4.806314
   -3.416587      3.6556141     1.0019141     3.6763682    -5.6202354
    3.0416155    -3.306438     -1.5165955    -4.7462096    -0.73437107]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6895910a-76ff-11ee-b32d-c09bf4619c03_1.wav,48000,2.9535,0.021291435,2442.547025060288,3825.8493910473653,0.22097778,0.03509279106498195,-1778430200.0,"[-320.44614     164.00609     -10.747032     15.827483     -2.902004
   18.52478       2.380733      4.8112707    -1.8683407     7.730501
   -0.71627647    1.2741269     0.71108425    2.9262416    -6.6568284
    2.490592     -1.9571586    -2.2253346    -6.583258     -2.6154225 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/397e6ee0-76ff-11ee-81a7-c09bf4619c03_1.wav,48000,3.947,0.088538796,2020.4841202031803,3254.1200312649107,0.49230957,0.0375450113712938,-1108269800.0,"[-2.0440477e+02  1.8806873e+02 -9.6972046e+00  1.1642065e+01
 -2.2015372e-01  8.0099792e+00  4.4601197e+00  9.7434311e+00
 -4.1175680e+00  4.7807646e+00 -5.6034813e+00 -6.9635808e-02
 -3.2553434e+00  7.8478885e+00 -4.7924166e+00  9.7598553e-01
 -1.9254606e+00 -3.7972107e+00 -4.0275030e+00 -5.8156285e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/51ac7370-76ff-11ee-b3f4-c09bf4619c03_1.wav,48000,1.56,0.13633858,3040.5581486231126,4216.671579782358,0.9999695,0.05307982568027211,-323679520.0,"[-107.304474    151.05003     -12.224975     17.11459      -7.052457
    9.366612     -3.3626337     1.9612553    -5.389691      1.7381783
   -2.923469     -0.5228532    -1.4809203     4.5866284    -4.9598794
    3.1023107    -2.4815955    -2.6603673    -4.7035675    -0.76374847]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6d7504bc-76ff-11ee-b25a-c09bf4619c03_1.wav,48000,3.667,0.08566337,2423.653808451552,3573.696517038898,0.45401,0.0405174077943314,-1014104700.0,"[-180.86668     170.71704     -17.58336      15.932033     -6.887229
   16.755043     -2.369925      2.078799     -3.2293177     3.4820344
   -4.0612073     0.8476601    -0.40226355    4.295758     -6.051082
    3.6416123    -1.826498     -3.4438796    -5.92235      -2.486892  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/8aff7077-76ff-11ee-9b38-c09bf4619c03_1.wav,48000,2.347,0.13844301,4877.811649267136,5941.320400572593,0.7480469,0.07590895432692307,-485608960.0,"[-96.20062    106.18501      8.372754    17.795998     3.1133835
   3.9237497   -0.11620564   0.43238956  -8.743167    -5.259476
  -8.738562    -8.330892    -7.3100343   -2.6135705   -8.640709
  -5.946142    -4.886228    -4.922089    -8.856486    -5.797891  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/878cb5bf-76ff-11ee-a345-c09bf4619c03_1.wav,48000,2.387,0.05101929,4778.349593052793,5286.440562621743,0.521698,0.10515049525669642,-1000270850.0,"[-194.97762    107.67627     -2.003242    18.192411   -22.471785
    4.411936    -6.2424307   -3.7903519  -10.671992    -8.428634
  -10.014197   -11.628769    -9.67316     -6.4840503   -6.9116263
   -7.7137856   -5.8068557   -5.845208   -14.774863    -5.8997393]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/619759fc-76ff-11ee-b2a8-c09bf4619c03_2.wav,48000,2.867,0.14729212,2397.929472744314,3826.5541088422647,0.9255676,0.034098004763011155,-558958340.0,"[-133.059      166.91803     -7.447712    14.579212    -3.785098
   14.345142    -1.0313286    2.1897776   -4.759882     5.419472
   -3.7513244    1.0540637    1.3337414    3.8459308   -5.1935987
    5.255259    -2.6928184   -2.501932    -6.610236    -3.5610447]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/58519292-76ff-11ee-8b86-c09bf4619c03_1.wav,48000,2.9535,0.05565082,2542.818769821488,3891.278370441568,0.32836914,0.03953844201263538,-1065946100.0,"[-2.2108763e+02  1.6424591e+02 -1.0525607e+01  1.4103432e+01
 -7.1524262e+00  9.8867521e+00 -9.5709461e-01  5.0293102e+00
 -6.1568975e+00  4.5244226e+00 -2.6156759e-01  1.6867407e-02
  2.5250870e-01  5.5884972e+00 -5.1685233e+00  4.4848615e-01
 -2.5841219e+00 -5.2533836e+00 -7.1432009e+00 -2.4665673e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/45ea4cb9-76ff-11ee-90c0-c09bf4619c03_1.wav,48000,3.007,0.05526901,6482.57385286507,6561.138950543592,0.4033203,0.13462364250886524,-1130047100.0,"[-163.41042      82.59564      19.025589     21.889832      0.97952294
    1.2590026    -1.5249732     2.5973072    -9.422019     -5.1592636
  -13.934506     -6.901253     -8.782377     -0.24765857   -4.4020967
   -1.9966298    -5.6408615    -1.5145744    -6.7191095    -3.753985  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/44b2ebae-76ff-11ee-834a-c09bf4619c03_1.wav,48000,0.8735,0.11774907,5922.984886749245,6333.048355354837,0.75549316,0.12111161394817073,-212798990.0,"[-82.2213      92.696785    10.909834    10.117968    -9.38494
  -2.9888933   -3.2100291    0.15399887 -11.519121    -3.5104315
  -8.779576    -5.563665    -1.8283364   -0.46018675  -9.000513
  -0.77698416  -2.4864786   -3.4854045   -6.954945    -3.246769  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5e6e4488-76ff-11ee-8dcb-c09bf4619c03_1.wav,48000,4.347,0.031135304,2549.324557455348,3442.5539680841453,0.31103516,0.05684886259191176,-2176571000.0,"[-2.9527264e+02  1.7477229e+02 -1.1511465e+01  1.6831079e+01
 -1.3884856e+01  1.8706514e+01  1.8750229e+00  7.6542516e+00
 -2.1680796e-01  1.6825334e+00 -2.1718321e+00 -4.3407309e-01
 -3.1357470e+00  6.6085949e+00 -1.5945084e+00 -8.4551042e-01
 -3.4534626e+00 -1.2982837e+00 -6.8050799e+00 -3.2701900e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/47461d9b-76ff-11ee-b0e7-c09bf4619c03_1.wav,48000,2.347,0.08530126,5832.992069006141,6122.0000624996355,0.57855225,0.1167434070984163,-686104700.0,"[-128.0566       89.30459      10.990821     19.258307     -6.9946146
    2.4471319     0.13839473    1.9876353   -11.070674     -7.6935534
  -13.7101965    -9.666405     -9.358919     -2.0888817    -8.844395
   -5.244196     -5.2344017    -4.166618     -7.6672697    -4.5806856 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/701f3b48-76ff-11ee-9dac-c09bf4619c03_2.wav,48000,2.3535,0.04599689,3871.6599189002586,5288.887485214117,0.24441528,0.05570604143099547,-928094500.0,"[-2.0593068e+02  1.2976357e+02  1.7859278e+00  1.6805550e+01
  4.0137510e+00  6.9678860e+00  1.2020509e+00  5.9044790e+00
 -4.3377609e+00  1.4787372e+00 -1.8333490e-01  2.2502580e+00
 -1.5560687e+00  2.8304875e+00 -2.3351872e+00  3.3331747e+00
 -3.2335489e+00 -2.1494670e+00 -7.6658006e+00 -1.6624322e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/529a8119-76ff-11ee-95fc-c09bf4619c03_1.wav,48000,3.187,0.16026327,3843.420386159981,5137.903400000062,0.9999695,0.06492017663043478,-576755600.0,"[-8.0979134e+01  1.3302293e+02  8.2706362e-01  1.4801261e+01
 -2.5264235e+00  8.3828840e+00  1.3291233e+00  5.8312440e+00
 -1.2801744e+00  2.1396539e+00  2.4276280e+00  5.4239731e+00
 -1.2694332e-01  4.6835666e+00 -7.9942286e-01  5.3040113e+00
 -2.4035671e+00 -1.7142417e+00 -5.4058275e+00 -1.1616207e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5a67a56e-76ff-11ee-b27a-c09bf4619c03_1.wav,48000,3.667,0.07968056,4940.399345753476,5825.069106066208,0.90045166,0.08804534202398256,-1126076700.0,"[-146.16292    106.07818     12.354272    23.223017    -1.5333536
    1.0170219   -5.1955624   -1.7204525   -9.469744    -3.5402517
   -7.9087276   -3.8785598   -3.2083652   -0.9735918   -8.865856
   -2.2980003   -1.2032677   -1.6871465   -7.0425963   -4.4987106]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/583f1029-76ff-11ee-8bd5-c09bf4619c03_1.wav,48000,2.4,0.08559396,2576.126260049857,3696.0814419346952,0.5387268,0.04646881913716814,-684331650.0,"[-1.7476614e+02  1.6493607e+02 -1.6351889e+01  2.0872248e+01
 -4.4207859e+00  1.5143883e+01 -5.1701021e+00  4.9499674e+00
 -4.5058537e+00  2.5711312e+00 -2.9395971e+00 -2.5705582e-01
 -5.1751345e-02  3.9312577e+00 -5.2550635e+00  4.5247183e+00
 -1.9308937e+00 -4.5219860e+00 -5.4883795e+00 -1.2969527e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/67816cb7-76ff-11ee-8602-c09bf4619c03_2.wav,48000,3.147,0.12889628,3116.6287243267816,4456.303288551631,0.94259644,0.051155708931587836,-681215360.0,"[-119.62091     150.3716       -9.002961     10.795994      1.6177554
   10.548408     -1.8913786     4.6041384    -7.359548      3.2181876
   -0.27046672   -1.0343884     1.4194424     3.5990505    -4.6833816
    1.2886143    -1.9622737    -4.304109     -7.8969216    -1.3123103 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/6aaa0079-76ff-11ee-8e3d-c09bf4619c03_1.wav,48000,3.147,0.1344839,4842.8781425436755,5690.2337714426885,0.9060364,0.08477618243243243,-695701700.0,"[-94.63809    107.165985     6.6250978   21.373077    -2.4828203
   0.91157943  -2.9787462    0.4709522  -11.1907625   -5.12497
  -7.725264    -5.9199114   -4.311189     2.0216606   -5.8227158
  -5.2154975   -5.367424    -2.9942977   -6.618295    -3.3525763 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5857e4ea-76ff-11ee-b662-c09bf4619c03_1.wav,48000,4.327,0.020705763,2596.2484278695742,3989.3421526145335,0.18441772,0.039239291487068964,-2573599700.0,"[-3.1560464e+02  1.6250023e+02 -7.5542445e+00  1.4871599e+01
 -4.6250029e+00  1.3236869e+01  1.3068859e-01  2.1935148e+00
 -3.6567264e+00  4.2026091e+00 -2.6960065e+00  1.9741006e+00
 -9.8409414e-02  3.1526859e+00 -6.1437879e+00  2.9191663e+00
 -3.4412012e+00 -2.3734848e+00 -5.7925887e+00 -1.3823687e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/761df86f-76ff-11ee-b986-c09bf4619c03_2.wav,48000,3.807,0.029331313,2530.1867175014686,3758.322213526976,0.16952515,0.03911994485294118,-1916580600.0,"[-2.9345383e+02  1.6411650e+02 -1.0234369e+01  2.0167854e+01
 -9.7071896e+00  1.8346783e+01 -2.0046978e+00  2.2096317e+00
 -2.2467830e+00  6.0676155e+00  9.8414607e-02  1.4420077e+00
 -3.8425174e-01  3.5152233e+00 -7.1829224e+00  3.3290606e+00
 -1.6142975e+00 -3.2796826e+00 -6.6561475e+00 -2.9842968e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/84dc0b75-76ff-11ee-abb8-c09bf4619c03_1.wav,48000,4.267,0.031220796,2904.3016398158156,4271.851047256493,0.20547485,0.04564759975062344,-2101627400.0,"[-2.6387018e+02  1.5358200e+02 -6.7409449e+00  1.4328018e+01
 -7.6755042e+00  9.9907589e+00 -9.5278966e-01  1.8957457e-01
 -5.2868214e+00  4.0385365e+00 -1.6568527e+00  1.0167248e+00
 -9.0979256e-02  4.1574078e+00 -6.0531850e+00  1.8564271e+00
 -3.0953786e+00 -4.2608142e+00 -6.4917965e+00 -1.6123230e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/465ee3a9-76ff-11ee-b5ac-c09bf4619c03_2.wav,48000,1.84,0.09443513,1958.72915686182,3121.8451085449087,0.9999695,0.03707832821531792,-493432450.0,"[-1.8959329e+02  1.9289745e+02 -1.6950974e+01  6.3555493e+00
  2.5801184e+00  7.3050733e+00 -4.2566553e-02  8.3391933e+00
 -1.9175959e+00  3.0559406e+00 -5.4437537e+00 -2.1892569e+00
 -3.0921228e+00  7.5211449e+00 -3.1370540e+00  1.6111649e+00
 -1.5871204e+00 -1.4145097e+00 -4.8125658e+00 -3.1543412e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/50ccaeaf-76ff-11ee-ac00-c09bf4619c03_1.wav,48000,3.307,0.034961674,2834.896711591995,3635.8381219993757,0.26312256,0.06033963022508038,-1539238300.0,"[-2.6255978e+02  1.6183652e+02 -2.1765741e+01  2.1944260e+01
 -1.4006821e+01  2.0962133e+01 -3.5741096e+00  2.2284956e+00
 -1.1221800e+00  2.1243539e+00 -2.3106313e+00  2.0034567e-01
 -2.5848451e+00  3.8297017e+00 -3.8252990e+00  2.0284164e+00
 -4.3011303e+00 -1.1865963e+00 -5.1777811e+00 -1.8232752e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/73b96f1d-76ff-11ee-a2aa-c09bf4619c03_2.wav,48000,2.867,0.14307512,4387.363025859167,5074.786593035985,0.9640198,0.08691769284386618,-653994750.0,"[-100.77802    112.62019     -3.2508078   26.596281   -14.184229
    3.7086363   -2.3404286   -3.187335    -5.4813404   -7.2793603
   -6.112375    -8.870435    -7.3235226   -1.0703037   -6.7718434
   -4.1486926   -4.598399    -3.159736   -13.517522    -4.282108 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/883c32e1-76ff-11ee-9fe7-c09bf4619c03_1.wav,48000,2.467,0.040062584,2669.2236251711047,3798.355299291531,0.4230652,0.05030559671336207,-1067882750.0,"[-245.61607     167.28792     -16.844883     11.525944     -6.267334
   18.87875      -6.4115863     9.115858     -7.4906473     6.444392
   -5.0722585     0.77473146   -2.03991       0.406277     -3.9301848
    1.5540684    -0.9029501    -4.4429674    -3.6543407    -3.0232146 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_synt/5f7201a0-76ff-11ee-b48d-c09bf4619c03_2.wav,48000,3.467,0.05370126,4175.060901599206,5115.970484750368,0.37542725,0.07599363736579755,-1405041900.0,"[-209.45859    117.68164      0.9467345   23.649242   -11.158642
    6.920006     0.8632502   -4.922793    -8.6262245  -11.934345
   -7.458661   -10.485842    -7.8968306   -1.6589749   -6.293242
   -5.875456    -5.286628    -2.7214563   -9.097505    -2.6651268]"
