File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude,Zero-Crossing Rate,Spectral Entropy,MFCC
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_2.wav,16000,10.0,0.48511133,797.0610206193749,1261.7966429366259,0.9996948,0.03440120806709265,-219548140.0,"[ -5.3796854 154.53146    14.908239   24.522806    2.407998   12.102944
  -4.891896    7.001195    3.4144502   9.073524   -5.275627    6.38186
   3.2235603   5.476364   -2.4029856   4.100274   -1.2231693   1.8286326
  -1.3726733   3.2345562]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_16.wav,16000,10.0,0.45298192,810.1574804002349,1268.9447774445532,1.0,0.0351874500798722,,"[-12.801897   151.82971     14.465124    30.772442    -1.2311505
   9.883816    -2.2960222   11.754042     3.3601897    5.8291407
  -4.8539767    7.7087135    0.6518263    3.8834178   -2.4972475
   3.4787035   -0.98772997   1.159701     0.6329912    4.4496164 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_14.wav,16000,10.0,0.49447724,866.1442544468987,1349.5122050826437,1.0,0.03493160942492013,,"[ -1.2558138  144.35591     15.85078     30.594109     0.84276485
   8.947084    -2.4123442   11.080282     3.5273633    5.0959716
  -4.244711     9.625789     0.73447067   3.7445095   -1.0222058
   3.9620638   -0.9961439    1.2611483    0.39728543   4.0040107 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_28.wav,48000,10.0,0.23231438,3649.325621548856,4821.644421015897,1.0,0.05233406766391258,,"[-77.72406    129.86588     -6.854962    36.954903     1.6336311
  22.46666      1.5276092   18.140175   -12.090209    19.193336
 -12.334901    20.592018    -7.2725244   10.837364    -4.9497185
   5.557314    -0.36425966   7.6560836   -2.7023318    7.5422907 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_1.wav,16000,10.752,0.4432824,628.4473028650914,1105.4399484589278,1.0,0.0297648715689911,,"[-50.675594   171.13475     29.838215    18.712864     7.9990234
  11.656532    -6.3561673    7.2612805   -1.21891      6.6444488
  -4.631221     4.7549877    3.5321074    6.5814705    0.6929593
   6.193442     0.94639194   3.8109653   -3.7322097    2.3937743 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_29.wav,48000,10.0,0.18760575,3675.1650327393436,4776.635240920577,1.0,0.0577140108608742,,"[-91.05772   130.57568   -11.043141   34.682373    3.1028347  22.868858
   1.323852   19.233263  -12.045809   18.394213  -13.264979   19.63332
  -8.92073     9.889334   -6.8384776   4.9353385  -1.2979342   7.0229597
  -2.2587585   7.569512 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_15.wav,16000,10.0,0.4536737,863.5547058861159,1319.1789225531268,1.0,0.03736521565495208,,"[ -5.2268243  147.0522      12.795596    31.028923    -1.049857
   8.35406     -3.0823894   10.846014     3.229179     4.771315
  -4.722071     9.151441     2.0380018    5.0375805   -1.7660574
   4.218133    -0.5747316    0.8453001    0.83261603   5.2908363 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_18.wav,16000,10.0,0.4281932,842.444965395992,1287.4654120437804,1.0,0.04028086311900959,,"[ -9.427715   150.92944     13.990409    29.952932    -1.2731174
   9.306146    -3.5476036    9.816951     2.5643885    4.436262
  -5.236864     8.949665     1.4134743    2.502312    -2.475743
   4.231362    -1.2713101    0.73712933  -0.8939989    4.2009745 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_24.wav,16000,10.0,0.31383634,574.9635648025342,946.490388548952,0.9857178,0.02887723392571885,-337297150.0,"[-91.079185   185.40361     11.463864    23.933382    -1.7284751
   9.781681     2.1424315   11.462366     2.1161108    5.095563
  -4.386151     9.970341     2.8313754    3.953009    -0.50231093
   4.90844     -1.3632526    2.8959587   -0.40836284   6.004473  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_30.wav,48000,10.0,0.1748217,4499.8218626826165,5138.230024009319,1.0,0.08467723464152452,,"[-77.64662    113.65771    -15.959759    37.43994      3.8008502
  25.097641    -0.31664014  19.170715   -14.180262    19.965664
 -15.825862    18.107847   -11.921021    10.112899    -8.143598
   6.616571    -1.4797788    8.010093    -2.9310665    8.163073  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_31.wav,48000,10.0,0.20254456,4910.161166515356,5249.118169350786,1.0,0.09553342384061833,,"[-55.798946  102.664     -19.357872   41.82728     1.7596167  26.642014
   2.8517897  21.345764  -14.153425   22.898043  -15.565313   18.410583
 -11.850063   11.981871   -7.3064704   6.842699   -4.211714    7.3884263
  -3.8560913   9.082704 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_25.wav,48000,10.0,0.19950333,3745.6877710028425,4935.120506693128,1.0,0.053968612573294245,,"[-92.592766  127.23991    -8.5906     36.185417    4.750116   23.912228
   2.408981   20.426947  -10.439994   22.261293  -12.135036   20.027687
 -11.314586    8.981352   -7.4507565   6.459069   -0.7167766   7.0774503
  -4.567327    6.2101607]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_19.wav,16000,10.0,0.45542815,903.4416982166501,1323.4284988500883,1.0,0.04178314696485623,,"[  0.73632306 146.91266     10.779976    29.723106    -2.0822802
   7.3562512   -3.6126225   10.369831     2.8186483    5.7511044
  -3.9523761    8.762052     1.4815183    2.7594216   -1.1207137
   4.2816195   -1.8073497    1.548232     0.44253454   3.976046  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_33.wav,48000,10.0,0.09139024,2383.9493913725555,3231.4728501391432,0.7177941,0.041048940565031986,-2890180400.0,"[-198.15059     161.09344     -28.9909       39.948593      9.930139
   23.784695     -1.5599532     6.6532736     1.1234125     5.8034706
   -4.9451237     8.396349     -1.5677217    -0.35732418   -3.2523758
    1.6114674    -4.7534304     8.218587     -0.3563574    -1.1967069 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_27.wav,48000,10.0,0.1936911,4234.309433706644,5127.497138698128,1.0,0.07301782799173774,,"[-75.30658   120.0843    -10.514034   33.62632     2.8974633  23.176516
   1.4700675  19.093971  -12.4518795  20.94168   -12.156021   20.402308
 -11.747031    8.695063   -7.544602    5.709249   -1.3029549   6.4997764
  -4.055771    6.7205176]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_26.wav,48000,10.0,0.1944464,3906.9784510672894,4967.863478384998,1.0,0.060747288945895525,,"[-83.17326   126.4134    -12.02652    34.035557    2.1404457  23.645508
   0.8524481  22.330736  -10.367777   21.477695  -12.914635   19.812778
 -10.61751     9.462915   -7.2582064   5.941752   -2.2326515   6.492457
  -6.0981975   5.1918945]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_32.wav,48000,10.0,0.10383948,2189.3459019461097,3121.576807203767,0.8046786,0.034494623700692964,-2661445000.0,"[-1.99021805e+02  1.61831131e+02 -2.16178036e+01  3.86342964e+01
  9.61967182e+00  2.21637421e+01  5.96622944e-01  4.67184353e+00
  1.87116039e+00  4.31057215e+00 -2.02599478e+00  8.57756615e+00
  3.05728984e+00 -1.47966072e-01 -1.17715526e+00  1.59341621e+00
 -3.92696404e+00  7.76695967e+00 -1.10970534e-01  6.19897783e-01]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_22.wav,16000,10.0,0.36113742,729.7583788652115,1145.1891727449288,0.9955139,0.035446410742811504,-298068540.0,"[-41.831425   166.26517     12.396472    23.418846    -2.3075526
   8.174734    -2.7347927   11.209991     1.7466323    4.8371716
  -5.062305    10.249455     3.6090364    4.139682    -1.3947569
   4.8275704   -0.73309386   1.8854854   -0.9650448    4.627962  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_23.wav,16000,10.0,0.41353786,604.0183806621075,992.6834434717957,0.9920044,0.0313264401956869,-268296050.0,"[-53.836006   180.68915     15.19486     25.524221    -0.51599425
   9.839706    -2.450358    10.937584     1.3880683    4.496379
  -6.0350323    9.341218     2.1246846    2.497875    -1.4043351
   3.7249203   -0.9562715    1.4516922   -1.1302633    5.155602  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_21.wav,16000,10.0,0.4445678,818.0809236475567,1214.7540768767908,1.0,0.0428158696086262,,"[ -7.436224   158.64082     10.646615    26.211395    -2.551719
   8.531416    -2.2788475   10.0740595    0.40991202   4.9029226
  -5.167294     8.884517     1.812826     2.8412154   -1.9284103
   4.893028    -0.94623536   0.75630736  -0.9773113    3.6469524 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_9.wav,16000,10.0,0.5717566,1004.4072654133984,1553.306226218526,1.0,0.03937138079073482,,"[ 25.497759   131.74586     23.590134    24.619036     4.5471935
  11.244982    -0.82518566  12.019394     2.243277     6.339735
  -4.4618425    8.641917     1.6609589    4.294167    -3.8244941
   2.5295908   -2.049256     0.89552104  -0.4635775    3.899844  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_8.wav,16000,10.0,0.5372424,997.8002910452756,1508.5157285603518,1.0,0.04065682408146965,,"[ 2.39615040e+01  1.33259918e+02  1.95485764e+01  2.71507683e+01
  5.72112036e+00  1.08118725e+01 -3.86307836e+00  8.64035606e+00
  1.94297743e+00  6.31974745e+00 -6.08060026e+00  5.53827524e+00
 -1.03594258e-01  4.20967770e+00 -2.65540099e+00  2.68606949e+00
 -1.34555244e+00  1.97095454e+00 -1.22397430e-02  2.65198135e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/luga/noise/noise_20.wav,16000,10.0,0.4845485,788.9370644160089,1207.2148573081777,1.0,0.03762105630990415,,"[ -8.343376   158.48463     12.424482    28.911736    -1.3587103
   9.69993     -2.4991353   10.987638     0.88123965   5.4946766
  -4.998652     9.028515     1.7565988    2.6672342   -2.9161842
   4.933921    -1.0765566    0.52192646  -1.6355484    3.745665  ]"
