File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude,Zero-Crossing Rate,Spectral Entropy,MFCC
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/318674b8-76fe-11ee-9100-c09bf4619c03.mp3,48000,0.8735,0.07752328,2911.095011440049,2952.5865166035696,0.83749384,0.08874213986280488,-503907550.0,"[-301.24765    158.55005    -29.326654   -16.89461    -18.436262
   12.050977    -7.04226    -17.831089    -9.518326    -0.8728326
  -18.73497     15.021322   -20.781992    -6.167829   -14.501779
  -24.080809    -5.1284447  -13.615258     2.1893048  -22.07771  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/59448ab9-76fe-11ee-b90b-c09bf4619c03.mp3,48000,4.327,0.063759424,1766.1021804982147,2272.2179101871943,0.631981,0.042282029325738914,-2331845000.0,"[-3.3919174e+02  1.5849124e+02  1.9155794e+01  1.2950627e+01
  1.8588302e+00  1.0587127e+01 -1.9497478e-01  6.7878599e+00
  4.9243441e+00 -7.4918680e+00 -8.7775927e+00  1.4738311e+00
 -2.4283168e+00 -4.6455708e+00 -3.2037678e+00  1.7097219e+00
  3.5662112e+00 -2.9430580e+00  3.3567135e+00 -3.3781276e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/2d645adb-76fe-11ee-99b2-c09bf4619c03.mp3,48000,0.6735,0.10151534,2100.1828974793643,2938.159157866913,0.6324047,0.04599761962890625,-256451760.0,"[-271.52325    179.7629      -4.3672824   16.693092   -12.246662
   12.476981     2.347996    12.462328    -8.79582     20.164745
   -5.0655985    4.579981    11.743559    -1.7221884    8.054344
   -1.4694855    2.6581116  -16.07737     14.905146    -6.073968 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/386e12b0-76fe-11ee-8d5e-c09bf4619c03.mp3,48000,2.667,0.083760664,1818.7707580361298,1840.6355896558932,0.6192193,0.053463878859561755,-892679600.0,"[-223.04366     203.27939     -59.278206     -1.9221388     4.0850644
    5.578476      6.3568363   -13.840987    -16.312704      3.7449853
  -11.753932     -9.673161      4.276345     -0.27059036   -1.5525428
   -8.033554     -1.352414     -3.9575686    -1.1156871    -2.4591162 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/37830c12-76fe-11ee-8388-c09bf4619c03.mp3,48000,3.207,0.03259005,1909.7847826954494,2299.1933442503246,0.29400247,0.04146821791943522,-1896039000.0,"[-3.3818344e+02  1.8062120e+02 -2.5210976e+01  3.5842056e+01
  3.6907165e+00  7.6255670e+00 -4.3488617e+00  6.7780762e+00
  5.2987642e+00 -2.6254301e+00  7.3273611e+00 -9.3233109e-01
  2.6709876e+00  2.1374879e+00  1.6128827e+00  2.9793632e+00
  1.4894256e-01 -2.1602869e+00  6.9527316e-01 -2.5395892e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/35db0af6-76fe-11ee-bb12-c09bf4619c03.mp3,48000,1.827,0.08061293,2086.823805508952,2479.7498592988304,0.5564543,0.04973655523255814,-629720200.0,"[-231.34343    190.12099    -35.38939     46.550884   -20.911652
    1.2548994    2.0335314   -4.077338     6.7000256   -8.857195
   -7.6384745   -7.144087    -9.483566    -3.1244986   -7.1642685
   -2.3848133   -7.0772533   -4.385864     6.392633    -7.467058 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6ff1a6be-76fe-11ee-bf15-c09bf4619c03.mp3,48000,1.667,0.08338977,2194.269503097727,2590.4973310940486,0.533666,0.05240781747611465,-590771650.0,"[-247.93742     180.66351     -20.041302     44.80461     -13.445372
    1.8342509     0.9526376    -2.580514      3.3039598    -3.8877373
   -7.649254     -0.63829005  -17.472305     -3.8822405    -6.1704392
   -8.16295       1.0595589    -8.940083      8.7514305    -9.810903  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3190685c-76fe-11ee-bd4b-c09bf4619c03.mp3,48000,2.0335,0.060925573,1844.853394493089,1675.5510358992312,0.73856974,0.058054339823298426,-1463053000.0,"[-325.80383     146.00446     -25.595018      6.8696475    13.324238
  -17.201653     12.390087     12.936347     -5.4960375     5.742109
   -0.59642786   -7.469908      0.80863583   -5.722282     -4.434805
    3.8431811    -4.465812     -5.9401383    -1.0462247    -4.391209  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6ce6e960-76fe-11ee-a46a-c09bf4619c03.mp3,48000,1.2135,0.064388104,2405.120836200547,2242.691831069663,0.42569876,0.07186729029605263,-556091900.0,"[-2.9024561e+02  1.6182774e+02 -4.0373024e+01  2.3791632e+01
  3.8821244e+00  5.5359902e+00 -8.4882145e+00  4.9245253e+00
 -1.1242678e+01 -1.3964077e+01  9.2439747e+00 -5.1189475e+00
  1.0438260e+00 -2.7784150e+00 -6.7617579e+00  7.6356249e+00
  6.9775224e-02 -4.8609710e+00 -2.7044771e+00 -5.8367424e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/51b4ddec-76fe-11ee-ba59-c09bf4619c03.mp3,48000,2.5735,0.052494068,3204.930423938023,3225.059942201491,0.6478314,0.09435934271694214,-1441354600.0,"[-2.5831464e+02  1.4397382e+02 -1.7927588e+01  4.1826881e+01
 -3.0820526e+01  8.4467554e+00 -9.8870665e-01 -1.1926849e+01
  1.3031653e+01 -1.3663520e+01 -4.1756824e-01  3.7239091e+00
 -8.6817160e+00  2.0404561e+00 -3.4406865e+00 -4.4259701e+00
  5.5354472e-02 -2.0799732e+00  3.1118951e+00 -4.9525852e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7c255728-76fe-11ee-957b-c09bf4619c03.mp3,48000,2.5,0.018743671,2821.838353872998,2860.710949536103,0.6373915,0.07102933843085106,-2990776600.0,"[-4.0037115e+02  1.1334271e+02 -2.5320446e+01  3.1731371e+01
 -8.9310112e+00  1.1712889e+01  3.7512460e+00  9.6484642e+00
 -2.1700623e+00  8.0240479e+00  1.9471024e+00 -5.1966419e+00
  1.0527886e+00 -3.0913267e-02  4.3851221e-01 -1.2686722e-01
  3.0468407e+00 -4.8255663e+00  3.1621380e+00 -3.2715654e-01]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/694d65f3-76fe-11ee-9c6e-c09bf4619c03.mp3,48000,2.0535,0.084777616,3912.6730728345124,3392.0839740968277,0.76127076,0.12264208225388601,-952626000.0,"[-255.041       134.46191      -7.5418153    33.379692    -27.554445
   27.972452    -11.966217      9.034227     -8.252016    -18.201227
    9.82637     -17.589916      4.080418     -1.8318659     0.8427334
    0.42028365  -13.658064     -2.2051365    -2.3434546    -7.52673   ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/365edbb3-76fe-11ee-b079-c09bf4619c03.mp3,48000,1.947,0.083427094,2034.4103285116125,2345.9459190911616,0.5564543,0.053153282957650275,-681977600.0,"[-248.0318      189.89107     -28.258314     46.099873    -13.868221
   -4.36449      -0.7952571    -3.1034412     8.427477     -6.7094865
   -8.9628315    -5.943867    -12.352267     -8.553963     -6.2011166
   -3.1853402    -9.596468      0.30999538    4.316016     -7.961917  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/43bacd58-76fe-11ee-a83d-c09bf4619c03.mp3,48000,1.827,0.08666901,2077.101781946732,2404.6549595288066,0.51998115,0.052547011264534885,-600058050.0,"[-242.27744     190.70726     -25.363125     47.635265    -13.802694
   -3.1634178    -4.512442     -2.0480607    10.1164055    -6.027761
   -8.765872     -3.6813428   -12.256705     -7.5914884    -5.858815
   -3.987739    -10.699527     -0.61252064    3.5033832   -10.977429  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/79a5a64b-76fe-11ee-a298-c09bf4619c03.mp3,48000,2.4535,0.047035344,3146.7241583806417,3324.3716730147607,0.99027884,0.08035291531385282,-1814119400.0,"[-307.22186     124.87162     -20.365463     17.639507     -0.45760995
    9.384187      8.313684      4.6710343     0.7372781     4.1409674
   -9.77504      -1.6329074    -4.5165896   -12.677131      3.4033055
  -10.680446     -4.386601     -6.264366    -10.220345      0.37727946]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5dbf164f-76fe-11ee-9594-c09bf4619c03.mp3,48000,2.5535,0.079422764,2671.924974833106,2904.5958321308476,0.4103169,0.06351318359375,-735826400.0,"[-184.82204     173.43942     -68.72672      29.38076     -42.81865
   14.256983    -46.675945     -0.608332      6.515083     -2.1940281
   10.864621     -8.4276085    -2.1007612    -7.4865046     0.47681275
   -8.287612     -3.5227153    -5.3275266    -3.5737681    -8.815837  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/76f3374a-76fe-11ee-a6cc-c09bf4619c03.mp3,48000,2.667,0.061658546,2651.0067836718085,2828.3400780831607,0.62967014,0.07447748070219123,-1810412200.0,"[-305.8856     144.11641    -20.313673    14.6131935   -3.1894968
   15.720945   -16.00712     -6.170368    -6.0660906  -12.072734
   -5.0100613  -14.132683    -5.9595494   -7.16941     -5.899172
   -6.347444    -5.1506844   -4.892869    -1.4113338   -2.8353362]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7bdae086-76fe-11ee-8eef-c09bf4619c03.mp3,48000,3.547,0.02683833,1356.1383123181133,1457.0186432946668,0.3392678,0.03837919951201201,-4258300000.0,"[-4.4387518e+02  1.6488574e+02 -3.1727600e+00  5.8901000e+00
  6.1123981e+00 -1.8162252e-01 -4.1645117e+00  2.9405048e+00
  5.9560051e+00 -6.1722770e+00  1.6480832e+00  2.4233823e+00
  1.2827393e+00  1.7014923e+00 -3.0153487e+00 -6.9558489e-01
 -1.8829980e+00 -1.5493052e+00 -3.1333840e+00 -4.6512160e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/55cea5e6-76fe-11ee-a3e5-c09bf4619c03.mp3,48000,2.507,0.09298919,2712.309747730809,2898.6586497326007,0.41320342,0.0693752482786017,-659539260.0,"[-1.6891267e+02  1.8801772e+02 -6.5538315e+01  5.1444050e+01
 -5.0743416e+01  1.2585013e+01 -2.8804230e+01  1.7701074e-01
  7.5670004e+00 -1.4054710e+01  1.0982356e+01 -1.2877817e+01
 -6.5361152e+00 -6.6232777e+00  2.5451815e+00 -4.0593252e+00
 -8.8232298e+00 -1.7101464e+00 -3.3011100e+00 -5.7022705e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/33a39a7a-76fe-11ee-bf97-c09bf4619c03.mp3,48000,4.9535,0.09777104,1062.7694751944573,1554.301212169312,0.63965493,0.023186533938172042,-1335652200.0,"[-2.4849251e+02  2.2560320e+02 -3.8924377e+00  2.0266741e+01
  9.4232254e+00  1.2746798e+00 -1.8354920e+00 -5.5963845e+00
  4.3338056e+00  3.4768708e-02 -2.1599362e+00  7.7471585e+00
  2.1076419e+00 -2.5340841e+00  1.4824450e+00  2.5783608e+00
 -9.1413009e-01 -3.1467795e+00  4.5320544e+00 -1.1028526e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/63f8719a-76fe-11ee-9d47-c09bf4619c03.mp3,48000,2.4535,0.069365405,2280.7782802199117,2478.0764920173606,0.8040664,0.062493658685064936,-1423890200.0,"[-2.8577194e+02  1.6413620e+02 -9.3073702e+00  1.7181067e+01
 -2.5995052e+01  3.4481611e+00 -2.9121143e-01 -4.2184167e+00
  9.9788465e+00 -1.2101576e+01 -6.8843884e+00  1.1205936e+01
 -7.5650682e+00 -4.1355562e+00  1.8435919e-01 -6.0066056e+00
  4.2118497e+00 -1.4482533e+00 -1.2524377e+00 -2.5469062e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/49661cf2-76fe-11ee-ad8b-c09bf4619c03.mp3,48000,3.887,0.14170074,858.5082751098093,1430.180891128934,0.80200416,0.01772126498287671,-1178903000.0,"[-319.90512    183.86028     14.242388    18.607944    32.24332
   19.127077    11.325258    15.795952    15.608446     4.955062
    1.2462976    3.6018796    5.6695747    6.2177653    6.219522
    4.834893     4.2292466    3.7160385    3.2154264    3.0717776]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/7b157c59-76fe-11ee-a9b7-c09bf4619c03.mp3,48000,2.367,0.06492445,1989.3356393885915,2041.7500600653489,0.5886614,0.054383973817567564,-1222890000.0,"[-3.2157037e+02  1.7250575e+02 -1.9617474e+01  1.1912840e+01
  3.4655495e+00  1.0972997e+01 -4.7854030e-01  1.1162972e+00
 -1.3095806e+01 -1.6482754e+01  8.9363670e+00 -6.7741332e+00
 -5.6847453e+00  6.4687634e+00  2.7680812e+00 -5.4014307e-01
 -6.9484258e+00  2.4963829e-01  1.4265381e+00 -7.3149567e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/3676dcf0-76fe-11ee-8948-c09bf4619c03.mp3,48000,1.8135,0.021092629,1196.5176203302444,1170.2874683317739,0.33782464,0.03592436494883041,-2316013300.0,"[-4.38513336e+02  1.61905396e+02 -4.39772320e+00 -1.11423435e+01
  1.68460310e+00  3.34088302e+00 -2.52571797e+00 -1.05973279e+00
  1.08351254e+00 -2.62143612e+00  1.34030950e+00 -2.61032414e+00
  3.30414593e-01  6.43916035e+00  7.71751285e-01 -4.19340277e+00
 -9.71412957e-01  1.86098194e+00 -1.97601104e+00 -1.18242204e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/688a0f5e-76fe-11ee-934b-c09bf4619c03.mp3,48000,4.027,0.027882934,1224.6698568707031,1314.430878407236,0.40290776,0.032008256861772486,-4565790000.0,"[-433.99298    165.13678      4.833465    -2.2090986    5.4638677
   -1.8334855   -4.9391127    6.7039175    6.8004384   -5.9710836
    2.0255828    4.8699913    1.2845078    1.7010392   -0.8369507
   -1.9489058   -3.3217807   -2.97694     -3.90621     -5.478601 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4114e313-76fe-11ee-a98b-c09bf4619c03.mp3,48000,1.967,0.06106955,2212.994098252902,2224.1105331981116,0.5920532,0.060821368243243246,-976578050.0,"[-313.61133    158.3163     -15.556434    15.853265     6.351017
   11.370232    -2.878996     1.4446609  -13.1141205  -14.605896
    6.2924767   -6.602183    -4.892796     4.073263     1.052516
   -1.5930895   -3.8120368   -1.949646    -2.4932666   -7.46582  ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/549a4d59-76fe-11ee-940d-c09bf4619c03.mp3,48000,5.267,0.059096728,1691.3928730100245,2252.3647485045453,0.6548856,0.03531933989119433,-2747831600.0,"[-336.55        145.10527      24.35307      18.72311       3.9216423
   13.449625      3.8079815     4.161576      8.467186     -1.9739903
   -5.459842      0.9135427    -0.48224792   -3.6263363    -4.292894
    2.086158      2.684677     -1.1388879     3.3074615    -1.3004366 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/41e73224-76fe-11ee-b442-c09bf4619c03.mp3,48000,3.207,0.044935513,876.8724541707325,1540.8687408845437,0.27125221,0.015620133409468438,-1476275700.0,"[-3.9177628e+02  2.0770529e+02  3.2008614e+01  2.1760471e+01
 -7.4594388e+00  6.2685294e+00  1.5281977e+01  1.0131645e+01
  7.7052727e+00  6.6171236e+00  3.8939295e+00  1.1430848e+01
  8.5016470e+00 -4.1368346e+00 -2.8988490e+00 -3.7307939e-01
  5.3260016e-01 -2.6294830e+00  4.0056481e+00  3.1233132e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/51b5d6ce-76fe-11ee-ae11-c09bf4619c03.mp3,48000,1.8335,0.07683645,4951.525211976012,3812.851040458042,0.40317762,0.1662654433139535,-561968400.0,"[-147.50761    119.35086    -77.03511     73.35119    -54.76595
   37.331253   -38.75339     17.507883    -9.31559     -8.563212
    3.3087447  -10.578047     2.5277948  -12.423913     7.3736935
  -11.440208     3.0479865  -10.712543     0.5761343   -7.7184796]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/33a618d4-76fe-11ee-885c-c09bf4619c03.mp3,48000,2.1535,0.067322634,2156.865012196162,2179.888867366557,0.62756944,0.05682191754331683,-1055396160.0,"[-3.0992960e+02  1.6837575e+02 -2.4575754e+01  9.3996553e+00
  1.2153837e+01  1.7609320e+01 -2.8460944e+00 -6.1506969e-01
 -1.6626038e+01 -2.0235506e+01  9.1580753e+00 -5.1691141e+00
 -6.9972534e+00  2.1147628e+00  2.0740244e+00  1.6943556e+00
 -5.1900840e+00  4.7150433e-01  2.5578684e-01 -7.2770696e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/6acef771-76fe-11ee-b79c-c09bf4619c03.mp3,48000,1.7735,0.0308937,2220.362576727333,2903.3538229865358,0.2365382,0.03927009262724551,-1158114400.0,"[-3.7316574e+02  1.6397198e+02 -1.8719107e+01  3.4482681e+01
  1.3830066e+00  3.5029182e+01 -8.3810797e+00  3.4654047e+00
  5.2124071e+00 -6.1943965e+00 -2.0975599e+00 -5.7552719e+00
 -2.7872624e+00 -3.4440440e-01  1.0157831e+00 -2.5850191e+00
 -3.8322213e+00 -9.1591969e+00  2.4441087e+00 -7.1262074e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/32a5515a-76fe-11ee-abb2-c09bf4619c03.mp3,48000,3.147,0.11999602,1931.3713323764198,2663.1339175214357,0.89289224,0.04228581608952703,-932214400.0,"[-2.3320297e+02  1.8479425e+02  5.9284225e+00  3.4836842e+01
 -2.4914324e+01  1.8189749e+01 -4.2426558e+00  4.4540038e+00
  1.4079721e+00 -5.4341860e+00  8.3220882e+00 -5.7816877e+00
 -2.6363723e+00  2.4438967e-01  5.1937151e+00  3.0898173e+00
 -1.4992005e+00  7.2730914e-02  7.5389915e+00 -1.9954038e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/5bb0aa43-76fe-11ee-8ac7-c09bf4619c03.mp3,48000,1.1335,0.16401747,2322.9239791218965,2073.6809043491407,0.93332887,0.05438175379672897,-700673150.0,"[-234.27827    193.0842     -66.427055   -27.79842      7.7685885
    1.6284407    1.3436786   -2.5812013  -19.61678     -3.8871536
    1.9540197  -11.454284    -1.7586865   -6.451544    -8.097545
   -3.386918   -11.71969     -7.4177036   -2.1582792   -9.540472 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/4236e125-76fe-11ee-953d-c09bf4619c03.mp3,48000,3.007,0.04323048,970.4849769980628,1686.8327116301753,0.27125221,0.016134059175531915,-1396403200.0,"[-382.7001      198.7826       31.731327     23.106403     -6.3034935
    7.295199     14.712914      9.628484      7.987445      6.3689995
    5.5456896    11.936859      8.270328     -3.8260186    -4.0706353
    0.5403902     0.81950957   -1.6242393     4.1537004     1.9660939 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/45de3034-76fe-11ee-a0a0-c09bf4619c03.mp3,48000,3.227,0.15431985,2046.620056940646,1754.5141494586283,0.94972,0.0572110922029703,-1601819000.0,"[-233.28285    209.70868    -60.153683   -28.912052     9.646027
    1.0941349    8.666889    -2.8893192  -22.800303    -2.3668327
    6.12304    -11.546679    -8.733248    -2.9605608   -6.512001
   -8.45156     -6.3671207   -6.19448     -6.7146077   -8.6245165]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_noise/30bea45e-76fe-11ee-91cc-c09bf4619c03.mp3,48000,2.907,0.07770696,1892.3872182082919,1927.621783388799,0.60612166,0.053981012477106224,-970891260.0,"[-224.19066    204.91884    -64.634735     5.4664655   -2.1447845
    7.2272325   10.855692   -10.12891    -12.927667     1.8058085
  -14.42231     -7.14834      1.3954036   -0.591203     3.1287055
   -9.236808    -4.246522    -7.8414054    0.7895634   -1.3869038]"
