audio_filepath,text,label,attribute,exists,duration
3bb3594f-76ff-11ee-9155-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,2.627
65ecbc1d-76ff-11ee-87b1-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,2.1335
65ecbc1d-76ff-11ee-87b1-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,2.1335
6171fcf1-76ff-11ee-9e89-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.147
6171fcf1-76ff-11ee-9e89-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.147
630b61fb-76ff-11ee-a7dd-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,3.807
630b61fb-76ff-11ee-a7dd-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,3.807
599eb9d3-76ff-11ee-9c8f-c09bf4619c03_1.wav,осадить на один вагон,4,1,True,3.607
599eb9d3-76ff-11ee-9c8f-c09bf4619c03_2.wav,осадить на один вагон,4,1,True,3.607
6513008f-76ff-11ee-839b-c09bf4619c03_1.wav,осадить на двенадцать вагонов,4,12,True,3.327
6513008f-76ff-11ee-839b-c09bf4619c03_2.wav,осадить на двенадцать вагонов,4,12,True,3.327
673452c1-76ff-11ee-af6a-c09bf4619c03_1.wav,протянуть на восемь вагонов,10,8,True,3.187
673452c1-76ff-11ee-af6a-c09bf4619c03_2.wav,протянуть на восемь вагонов,10,8,True,3.187
33f547c8-76ff-11ee-94bf-c09bf4619c03_1.wav,протянуть на восемь вагонов,10,8,True,3.04
33f547c8-76ff-11ee-94bf-c09bf4619c03_2.wav,протянуть на восемь вагонов,10,8,True,3.04
410a90c2-76ff-11ee-9f45-c09bf4619c03_1.wav,протянуть на семь вагонов,10,7,True,4.4
410a90c2-76ff-11ee-9f45-c09bf4619c03_2.wav,протянуть на семь вагонов,10,7,True,4.4
65c2b57b-76ff-11ee-a182-c09bf4619c03_1.wav,осадить на тринадцать вагонов,4,13,True,3.067
65c2b57b-76ff-11ee-a182-c09bf4619c03_2.wav,осадить на тринадцать вагонов,4,13,True,3.067
4e1299f2-76ff-11ee-9833-c09bf4619c03_1.wav,отмена,1,-1,True,2.1735
4e1299f2-76ff-11ee-9833-c09bf4619c03_2.wav,отмена,1,-1,True,2.1735
7dafadbc-76ff-11ee-b933-c09bf4619c03_1.wav,осадить на восемнадцать вагонов,4,18,True,3.74
7dafadbc-76ff-11ee-b933-c09bf4619c03_2.wav,осадить на восемнадцать вагонов,4,18,True,3.74
89206998-76ff-11ee-bad7-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.3935
89206998-76ff-11ee-bad7-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.3935
8f609543-76ff-11ee-a9a9-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,2.4
8f609543-76ff-11ee-a9a9-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,2.4
705fd6ae-76ff-11ee-87d3-c09bf4619c03_1.wav,протянуть на восемнадцать вагонов,10,18,True,2.647
705fd6ae-76ff-11ee-87d3-c09bf4619c03_2.wav,протянуть на восемнадцать вагонов,10,18,True,2.647
5672f01b-76ff-11ee-be42-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,3.287
5672f01b-76ff-11ee-be42-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,3.287
9008c4b4-76ff-11ee-ab15-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,2.4
9008c4b4-76ff-11ee-ab15-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,2.4
63c34f58-76ff-11ee-9bcf-c09bf4619c03_1.wav,осадить на девятнадцать вагонов,4,19,True,4.587
63c34f58-76ff-11ee-9bcf-c09bf4619c03_2.wav,осадить на девятнадцать вагонов,4,19,True,4.587
62b15451-76ff-11ee-9ee6-c09bf4619c03_1.wav,начать осаживание,3,-1,True,2.6
62b15451-76ff-11ee-9ee6-c09bf4619c03_2.wav,начать осаживание,3,-1,True,2.6
6af74dd3-76ff-11ee-b84d-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,2.807
6af74dd3-76ff-11ee-b84d-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,2.807
891bcb06-76ff-11ee-9082-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,1.7535
891bcb06-76ff-11ee-9082-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,1.7535
92da8de8-76ff-11ee-b65c-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,3.187
92da8de8-76ff-11ee-b65c-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,3.187
82158e0c-76ff-11ee-a9f2-c09bf4619c03_1.wav,осадить на шесть вагонов,4,6,True,3.587
82158e0c-76ff-11ee-a9f2-c09bf4619c03_2.wav,осадить на шесть вагонов,4,6,True,3.587
3ed3ddf1-76ff-11ee-9f05-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,1.4335
3ed3ddf1-76ff-11ee-9f05-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,1.4335
50f866f2-76ff-11ee-8b04-c09bf4619c03_1.wav,осадить на девятнадцать вагонов,4,19,True,3.307
50f866f2-76ff-11ee-8b04-c09bf4619c03_2.wav,осадить на девятнадцать вагонов,4,19,True,3.307
76ff52f1-76ff-11ee-881b-c09bf4619c03_1.wav,отказ,0,-1,True,1.2935
76ff52f1-76ff-11ee-881b-c09bf4619c03_2.wav,отказ,0,-1,True,1.2935
854544c6-76ff-11ee-b23a-c09bf4619c03_1.wav,отцепка,11,-1,True,1.3135
854544c6-76ff-11ee-b23a-c09bf4619c03_2.wav,отцепка,11,-1,True,1.3135
56072332-76ff-11ee-a8e6-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,2.4935
56072332-76ff-11ee-a8e6-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,2.4935
6b3a4899-76ff-11ee-a633-c09bf4619c03_1.wav,тише,18,-1,True,2.0935
6b3a4899-76ff-11ee-a633-c09bf4619c03_2.wav,тише,18,-1,True,2.0935
8546e871-76ff-11ee-baa1-c09bf4619c03_1.wav,протянуть на восемь вагонов,10,8,True,4.467
8546e871-76ff-11ee-baa1-c09bf4619c03_2.wav,протянуть на восемь вагонов,10,8,True,4.467
59275d2b-76ff-11ee-b969-c09bf4619c03_1.wav,тише,18,-1,True,1.4135
59275d2b-76ff-11ee-b969-c09bf4619c03_2.wav,тише,18,-1,True,1.4135
6dc2051f-76ff-11ee-a56a-c09bf4619c03_1.wav,протянуть на восемнадцать вагонов,10,18,True,3.867
6dc2051f-76ff-11ee-a56a-c09bf4619c03_2.wav,протянуть на восемнадцать вагонов,10,18,True,3.867
6d3a55fa-76ff-11ee-912b-c09bf4619c03_1.wav,протянуть на три вагона,10,3,True,3.307
6d3a55fa-76ff-11ee-912b-c09bf4619c03_2.wav,протянуть на три вагона,10,3,True,3.307
5479996c-76ff-11ee-a761-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.627
5479996c-76ff-11ee-a761-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.627
4a3fdc09-76ff-11ee-943d-c09bf4619c03_1.wav,тише,18,-1,True,1.6535
4a3fdc09-76ff-11ee-943d-c09bf4619c03_2.wav,тише,18,-1,True,1.6535
416549f3-76ff-11ee-b6d0-c09bf4619c03_1.wav,протянуть на двадцать вагонов,10,20,True,3.847
416549f3-76ff-11ee-b6d0-c09bf4619c03_2.wav,протянуть на двадцать вагонов,10,20,True,3.847
52d59312-76ff-11ee-b2f9-c09bf4619c03_1.wav,осадить на тринадцать вагонов,4,13,True,3.047
52d59312-76ff-11ee-b2f9-c09bf4619c03_2.wav,осадить на тринадцать вагонов,4,13,True,3.047
7e33daf4-76ff-11ee-b459-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,3.607
7e33daf4-76ff-11ee-b459-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,3.607
6a4c40bb-76ff-11ee-bc0b-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,2.987
6a4c40bb-76ff-11ee-bc0b-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,2.987
6e6be6ab-76ff-11ee-a326-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,2.7135
6e6be6ab-76ff-11ee-a326-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,2.7135
560b57cb-76ff-11ee-a2e0-c09bf4619c03_1.wav,прекратить зарядку тормозной магистрали,20,-1,True,2.7735
560b57cb-76ff-11ee-a2e0-c09bf4619c03_2.wav,прекратить зарядку тормозной магистрали,20,-1,True,2.7735
636c9c30-76ff-11ee-b9f8-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,2.947
636c9c30-76ff-11ee-b9f8-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,2.947
4ad1599a-76ff-11ee-ac1f-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,2.247
4ad1599a-76ff-11ee-ac1f-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,2.247
8b4a1f44-76ff-11ee-879b-c09bf4619c03_1.wav,осадить на четырнадцать вагонов,4,14,True,2.667
8b4a1f44-76ff-11ee-879b-c09bf4619c03_2.wav,осадить на четырнадцать вагонов,4,14,True,2.667
64596e60-76ff-11ee-960e-c09bf4619c03_1.wav,вышел из межвагонного пространства,7,-1,True,1.9135
64596e60-76ff-11ee-960e-c09bf4619c03_2.wav,вышел из межвагонного пространства,7,-1,True,1.9135
54769ecd-76ff-11ee-b4b7-c09bf4619c03_1.wav,назад на башмак,12,-1,True,1.3535
54769ecd-76ff-11ee-b4b7-c09bf4619c03_2.wav,назад на башмак,12,-1,True,1.3535
670afcea-76ff-11ee-97b6-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,1.6335
670afcea-76ff-11ee-97b6-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,1.6335
8cd38edf-76ff-11ee-96a4-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,1.947
8cd38edf-76ff-11ee-96a4-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,1.947
66c3e93c-76ff-11ee-a483-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.08
66c3e93c-76ff-11ee-a483-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.08
3459cd4a-76ff-11ee-bd27-c09bf4619c03_1.wav,протянуть на семь вагонов,10,7,True,3.04
3459cd4a-76ff-11ee-bd27-c09bf4619c03_2.wav,протянуть на семь вагонов,10,7,True,3.04
76ea28d5-76ff-11ee-b6ec-c09bf4619c03_1.wav,осадить на девять вагонов,4,9,True,4.147
76ea28d5-76ff-11ee-b6ec-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,4.147
85048583-76ff-11ee-b612-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,4.387
85048583-76ff-11ee-b612-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,4.387
5ca93bb7-76ff-11ee-b49f-c09bf4619c03_1.wav,осадить на девять вагонов,4,9,True,3.387
5ca93bb7-76ff-11ee-b49f-c09bf4619c03_2.wav,осадить на девять вагонов,4,9,True,3.387
4f0d2b56-76ff-11ee-b2fa-c09bf4619c03_1.wav,осадить на десять вагонов,4,10,True,4.46
4f0d2b56-76ff-11ee-b2fa-c09bf4619c03_2.wav,осадить на десять вагонов,4,10,True,4.46
4e092960-76ff-11ee-aff0-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,1.8935
4e092960-76ff-11ee-aff0-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,1.8935
406344a8-76ff-11ee-ba58-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.4335
406344a8-76ff-11ee-ba58-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.4335
7ed42a64-76ff-11ee-9c4f-c09bf4619c03_1.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.1135
7ed42a64-76ff-11ee-9c4f-c09bf4619c03_2.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.1135
5b0e7795-76ff-11ee-9bcf-c09bf4619c03_1.wav,осадить на пятнадцать вагонов,4,15,True,3.787
5b0e7795-76ff-11ee-9bcf-c09bf4619c03_2.wav,осадить на пятнадцать вагонов,4,15,True,3.787
50edf500-76ff-11ee-8248-c09bf4619c03_1.wav,вперед на башмак,15,-1,True,1.5735
50edf500-76ff-11ee-8248-c09bf4619c03_2.wav,вперед на башмак,15,-1,True,1.5735
60e05562-76ff-11ee-ae31-c09bf4619c03_1.wav,вышел из межвагонного пространства,7,-1,True,3.48
60e05562-76ff-11ee-ae31-c09bf4619c03_2.wav,вышел из межвагонного пространства,7,-1,True,3.48
8e5728c8-76ff-11ee-a0e1-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,3.427
8e5728c8-76ff-11ee-a0e1-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,3.427
3b3c7f50-76ff-11ee-ba5c-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,2.667
3b3c7f50-76ff-11ee-ba5c-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,2.667
791fac6e-76ff-11ee-ab4a-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,2.027
791fac6e-76ff-11ee-ab4a-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,2.027
64768076-76ff-11ee-8a7c-c09bf4619c03_1.wav,осадить на двадцать вагонов,4,20,True,3.027
64768076-76ff-11ee-8a7c-c09bf4619c03_2.wav,осадить на двадцать вагонов,4,20,True,3.027
878b1624-76ff-11ee-98be-c09bf4619c03_1.wav,отмена,1,-1,True,1.9535
878b1624-76ff-11ee-98be-c09bf4619c03_2.wav,отмена,1,-1,True,1.9535
80d9fc12-76ff-11ee-b858-c09bf4619c03_1.wav,протянуть на три вагона,10,3,True,3.807
80d9fc12-76ff-11ee-b858-c09bf4619c03_2.wav,протянуть на три вагона,10,3,True,3.807
4120ff4c-76ff-11ee-b6da-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.92
4120ff4c-76ff-11ee-b6da-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.92
75411bac-76ff-11ee-ab48-c09bf4619c03_1.wav,осадить на один вагон,4,1,True,3.487
75411bac-76ff-11ee-ab48-c09bf4619c03_2.wav,осадить на один вагон,4,1,True,3.487
341f35f9-76ff-11ee-8fea-c09bf4619c03_1.wav,протянуть на семнадцать вагонов,10,17,True,2.96
341f35f9-76ff-11ee-8fea-c09bf4619c03_2.wav,протянуть на семнадцать вагонов,10,17,True,2.96
7aa9a366-76ff-11ee-977e-c09bf4619c03_1.wav,подтверждение,2,-1,True,1.2735
7aa9a366-76ff-11ee-977e-c09bf4619c03_2.wav,подтверждение,2,-1,True,1.2735
3df2e4ee-76ff-11ee-88e8-c09bf4619c03_1.wav,начать осаживание,3,-1,True,1.1735
3df2e4ee-76ff-11ee-88e8-c09bf4619c03_2.wav,начать осаживание,3,-1,True,1.1735
73e51549-76ff-11ee-ba81-c09bf4619c03_1.wav,отцепка,11,-1,True,1.5735
73e51549-76ff-11ee-ba81-c09bf4619c03_2.wav,отцепка,11,-1,True,1.5735
891ec709-76ff-11ee-a62c-c09bf4619c03_1.wav,вперед с башмака,19,-1,True,1.7135
891ec709-76ff-11ee-a62c-c09bf4619c03_2.wav,вперед с башмака,19,-1,True,1.7135
6eefe5cf-76ff-11ee-a7e6-c09bf4619c03_1.wav,осадить на тринадцать вагонов,4,13,True,2.707
6eefe5cf-76ff-11ee-a7e6-c09bf4619c03_2.wav,осадить на тринадцать вагонов,4,13,True,2.707
6c4033be-76ff-11ee-a835-c09bf4619c03_1.wav,осадить на один вагон,4,1,True,3.807
6c4033be-76ff-11ee-a835-c09bf4619c03_2.wav,осадить на один вагон,4,1,True,3.807
3cc38edd-76ff-11ee-be81-c09bf4619c03_1.wav,осадить на три вагона,4,3,True,4.307
3cc38edd-76ff-11ee-be81-c09bf4619c03_2.wav,осадить на три вагона,4,3,True,4.307
50e15a24-76ff-11ee-b285-c09bf4619c03_1.wav,тише,18,-1,True,1.1735
50e15a24-76ff-11ee-b285-c09bf4619c03_2.wav,тише,18,-1,True,1.1735
4361ce20-76ff-11ee-9cc6-c09bf4619c03_1.wav,осадить на два вагона,4,2,True,2.067
4361ce20-76ff-11ee-9cc6-c09bf4619c03_2.wav,осадить на два вагона,4,2,True,2.067
58e2246c-76ff-11ee-963b-c09bf4619c03_1.wav,осадить на десять вагонов,4,10,True,4.547
58e2246c-76ff-11ee-963b-c09bf4619c03_2.wav,осадить на десять вагонов,4,10,True,4.547
6c90fe62-76ff-11ee-b2b1-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.547
6c90fe62-76ff-11ee-b2b1-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.547
4487be62-76ff-11ee-893d-c09bf4619c03_1.wav,осадить на семь вагонов,4,7,True,2.387
4487be62-76ff-11ee-893d-c09bf4619c03_2.wav,осадить на семь вагонов,4,7,True,2.387
60f291c5-76ff-11ee-a754-c09bf4619c03_1.wav,растянуть автосцепки,9,-1,True,1.7535
60f291c5-76ff-11ee-a754-c09bf4619c03_2.wav,растянуть автосцепки,9,-1,True,1.7535
5a93eb5e-76ff-11ee-abcd-c09bf4619c03_1.wav,осадить на тринадцать вагонов,4,13,True,3.907
5a93eb5e-76ff-11ee-abcd-c09bf4619c03_2.wav,осадить на тринадцать вагонов,4,13,True,3.907
56014915-76ff-11ee-94bc-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.2135
56014915-76ff-11ee-94bc-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.2135
4616a798-76ff-11ee-9943-c09bf4619c03_1.wav,протянуть на один вагон,10,1,True,3.247
4616a798-76ff-11ee-9943-c09bf4619c03_2.wav,протянуть на один вагон,10,1,True,3.247
61d98a02-76ff-11ee-ae59-c09bf4619c03_1.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.1335
61d98a02-76ff-11ee-ae59-c09bf4619c03_2.wav,прекратить зарядку тормозной магистрали,20,-1,True,3.1335
69732a4b-76ff-11ee-8d87-c09bf4619c03_1.wav,протянуть на четыре вагона,10,4,True,3.467
69732a4b-76ff-11ee-8d87-c09bf4619c03_2.wav,протянуть на четыре вагона,10,4,True,3.467
5a662819-76ff-11ee-8503-c09bf4619c03_1.wav,продолжаем роспуск,8,-1,True,1.7335
5a662819-76ff-11ee-8503-c09bf4619c03_2.wav,продолжаем роспуск,8,-1,True,1.7335
9351ff5c-76ff-11ee-b8ce-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,3.5535
9351ff5c-76ff-11ee-b8ce-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,3.5535
49f41b4d-76ff-11ee-aade-c09bf4619c03_1.wav,осадить на одиннадцать вагонов,4,11,True,3.907
49f41b4d-76ff-11ee-aade-c09bf4619c03_2.wav,осадить на одиннадцать вагонов,4,11,True,3.907
60fb10dc-76ff-11ee-996f-c09bf4619c03_1.wav,сжать автосцепки,16,-1,True,2.2535
60fb10dc-76ff-11ee-996f-c09bf4619c03_2.wav,сжать автосцепки,16,-1,True,2.2535
69d5de39-76ff-11ee-89aa-c09bf4619c03_1.wav,протянуть на одиннадцать вагонов,10,11,True,3.907
69d5de39-76ff-11ee-89aa-c09bf4619c03_2.wav,протянуть на одиннадцать вагонов,10,11,True,3.907
89d2a311-76ff-11ee-82c7-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,2.947
89d2a311-76ff-11ee-82c7-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,2.947
8c5020a4-76ff-11ee-b15d-c09bf4619c03_1.wav,осадить на четырнадцать вагонов,4,14,True,2.027
8c5020a4-76ff-11ee-b15d-c09bf4619c03_2.wav,осадить на четырнадцать вагонов,4,14,True,2.027
4a4799f7-76ff-11ee-ad0e-c09bf4619c03_1.wav,назад на башмак,12,-1,True,1.8535
4a4799f7-76ff-11ee-ad0e-c09bf4619c03_2.wav,назад на башмак,12,-1,True,1.8535
82b95ce3-76ff-11ee-b6fe-c09bf4619c03_1.wav,зарядка тормозной магистрали,6,-1,True,2.3335
82b95ce3-76ff-11ee-b6fe-c09bf4619c03_2.wav,зарядка тормозной магистрали,6,-1,True,2.3335
4ef8c509-76ff-11ee-892e-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,4.3
4ef8c509-76ff-11ee-892e-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,4.3
8db33a78-76ff-11ee-8f14-c09bf4619c03_1.wav,протянуть на пять вагонов,10,5,True,3.987
8db33a78-76ff-11ee-8f14-c09bf4619c03_2.wav,протянуть на пять вагонов,10,5,True,3.987
78e953e6-76ff-11ee-b5fd-c09bf4619c03_1.wav,осадить на девятнадцать вагонов,4,19,True,2.187
78e953e6-76ff-11ee-b5fd-c09bf4619c03_2.wav,осадить на девятнадцать вагонов,4,19,True,2.187
7c184a73-76ff-11ee-a1f0-c09bf4619c03_1.wav,осадить на семнадцать вагонов,4,17,True,3.967
7c184a73-76ff-11ee-a1f0-c09bf4619c03_2.wav,осадить на семнадцать вагонов,4,17,True,3.967
934f4219-76ff-11ee-adeb-c09bf4619c03_1.wav,захожу в межвагонное пространство,13,-1,True,2.1735
934f4219-76ff-11ee-adeb-c09bf4619c03_2.wav,захожу в межвагонное пространство,13,-1,True,2.1735
8f3ba196-76ff-11ee-be8c-c09bf4619c03_1.wav,осадить на шесть вагонов,4,6,True,2.48
8f3ba196-76ff-11ee-be8c-c09bf4619c03_2.wav,осадить на шесть вагонов,4,6,True,2.48
4666ba13-76ff-11ee-a11a-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.827
4666ba13-76ff-11ee-a11a-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.827
7aa5b17c-76ff-11ee-b5a4-c09bf4619c03_1.wav,отказ,0,-1,True,0.8335
7aa5b17c-76ff-11ee-b5a4-c09bf4619c03_2.wav,отказ,0,-1,True,0.8335
7555951d-76ff-11ee-b50d-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.547
7555951d-76ff-11ee-b50d-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.547
45b00a21-76ff-11ee-8e59-c09bf4619c03_1.wav,протянуть на девять вагонов,10,9,True,3.147
45b00a21-76ff-11ee-8e59-c09bf4619c03_2.wav,протянуть на девять вагонов,10,9,True,3.147
901f45b3-76ff-11ee-95c3-c09bf4619c03_1.wav,отмена,1,-1,True,3.1935
901f45b3-76ff-11ee-95c3-c09bf4619c03_2.wav,отмена,1,-1,True,3.1935
7c93c131-76ff-11ee-8ea9-c09bf4619c03_1.wav,осадить на шестнадцать вагонов,4,16,True,4.087
7c93c131-76ff-11ee-8ea9-c09bf4619c03_2.wav,осадить на шестнадцать вагонов,4,16,True,4.087
85b034c8-76ff-11ee-a370-c09bf4619c03_1.wav,протянуть на семь вагонов,10,7,True,4.187
85b034c8-76ff-11ee-a370-c09bf4619c03_2.wav,протянуть на семь вагонов,10,7,True,4.187
8a6e4786-76ff-11ee-bbaf-c09bf4619c03_1.wav,осадить на тринадцать вагонов,4,13,True,3.067
8a6e4786-76ff-11ee-bbaf-c09bf4619c03_2.wav,осадить на тринадцать вагонов,4,13,True,3.067
6e657198-76ff-11ee-b1b7-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.4735
6e657198-76ff-11ee-b1b7-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.4735
506c066e-76ff-11ee-93c2-c09bf4619c03_1.wav,осадить на пять вагонов,4,5,True,3.187
506c066e-76ff-11ee-93c2-c09bf4619c03_2.wav,осадить на пять вагонов,4,5,True,3.187
8910e364-76ff-11ee-ab25-c09bf4619c03_1.wav,назад на башмак,12,-1,True,2.48
8910e364-76ff-11ee-ab25-c09bf4619c03_2.wav,назад на башмак,12,-1,True,2.48
87ef773d-76ff-11ee-9183-c09bf4619c03_1.wav,осадить на двенадцать вагонов,4,12,True,2.427
87ef773d-76ff-11ee-9183-c09bf4619c03_2.wav,осадить на двенадцать вагонов,4,12,True,2.427
86961135-76ff-11ee-8e69-c09bf4619c03_1.wav,осадить на четыре вагона,4,4,True,3.027
86961135-76ff-11ee-8e69-c09bf4619c03_2.wav,осадить на четыре вагона,4,4,True,3.027
5018df38-76ff-11ee-9b39-c09bf4619c03_1.wav,продолжаем осаживание,5,-1,True,2.6535
5018df38-76ff-11ee-9b39-c09bf4619c03_2.wav,продолжаем осаживание,5,-1,True,2.6535
338d2685-76ff-11ee-a35f-c09bf4619c03_1.wav,осадить на восемь вагонов,4,8,True,3.187
338d2685-76ff-11ee-a35f-c09bf4619c03_2.wav,осадить на восемь вагонов,4,8,True,3.187
715721f8-76ff-11ee-a323-c09bf4619c03_1.wav,протянуть на девятнадцать вагонов,10,19,True,2.767
715721f8-76ff-11ee-a323-c09bf4619c03_2.wav,протянуть на девятнадцать вагонов,10,19,True,2.767
89167e9c-76ff-11ee-b1e4-c09bf4619c03_1.wav,назад с башмака,17,-1,True,1.4935
89167e9c-76ff-11ee-b1e4-c09bf4619c03_2.wav,назад с башмака,17,-1,True,1.4935
675b70f9-76ff-11ee-b64d-c09bf4619c03_1.wav,протянуть на два вагона,10,2,True,3.267
